ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	INFOMAPID
467	Yan-nhangu	yann1237	AND		ga	g a	K V	g a	K A	AND:223	223	AND:70	70
468	Yandruwandha	yand1253	AND		ja	j a	J V	y a	J A	AND:225	225	AND:75	75
469	Yandruwandha	yand1253	AND		ŋa	ŋ a	N V	N a	N A	AND:225	225	AND:79	79
471	Yawarawarga	yawa1258	AND		ŋoka	ŋ o k a	N V K V	N o k a	N U K A	AND:205	205	AND:92	92
472	Yindjibarndi	yind1247	AND		mundu	m u n d u	M V N T V	m u n d u	M Y N T Y	AND:214	214	AND:74	74
375	Yugambeh-Bandjalang	band1339	AND		ŋula	ŋ u l a	N V R V	N u l a	N Y L A	AND:220	220	AND:93	93
474	Yulparitja	yulp1238	AND		kamu	k a m u	K V M V	k a m u	K A M Y	AND:189	189	AND:72	72
475	Yuwaalaraay	yuwa1242	AND		gaːlan̪a	g aː l a n̪ a	K V R V N V	g a l a n a	K A L A N A	AND:216	216	AND:94	94
960	Adnyamathanha	adny1235	ASH		aɖɭa_imba	a ɖ ɭ a i m b a	V T R V V M P V	a d L a i m b a	A T L A I M P A	ASH:449	449	ASH:137	137
962	Alyawarr	alya1239	ASH		etnment̪	e t n m e n t̪	V T N M V N T	e t n m e n t	E T N M E N T	ASH:475	475	ASH:116	116
964	Arabana	arab1267	ASH		pudn̪u	p u d n̪ u	P V T N V	p u d n u	P Y T N Y	ASH:445	445	ASH:105	105
1074	Banggarla	bang1339	ASH		muru	m u r u	M V R V	m u r u	M Y R Y	ASH:444	444	ASH:110	110
1075	Bayungu	bayu1240	ASH		ŋari	ŋ a r i	N V R V	N a r i	N A R I	ASH:472	472	ASH:104	104
1084	Dhalandji	dhal1245	ASH		ŋari	ŋ a r i	N V R V	N a r i	N A R I	ASH:472	472	ASH:104	104
977	Dhangu	dhan1270	ASH		ganuʔ	g a n u ʔ	K V N V H	g a n u 7	K A N Y H	ASH:433	433	ASH:108	108
1085	Dhargari	dhar1247	ASH		ciwa	c i w a	K V W V	T i w a	C I W A	ASH:481	481	ASH:117	117
980	Dhuwal	dhuw1249	ASH		ɭirgi	ɭ i r g i	R V R K V	L i r g i	L I R K I	ASH:437	437	ASH:111	111
982	Dieri	dier1241	ASH		puta	p u t a	P V T V	p u t a	P Y T A	ASH:446	446	ASH:105	105
984	Djambarrpuyngu	djam1256	ASH		ganuʔ	g a n u ʔ	K V N V H	g a n u 7	K A N Y H	ASH:437	437	ASH:108	108
986	Djinang	djin1253	ASH		gibilbal	g i b i l b a l	K V P V R P V R	g i b i l b a l	K I P I L P A L	ASH:436	436	ASH:138	138
1007	Djiwarli	djiw1241	ASH		ŋari	ŋ a r i	N V R V	N a r i	N A R I	ASH:472	472	ASH:104	104
983	Dyaabugay	dyaa1242	ASH		bulŋan	b u l ŋ a n	P V R N V N	b u l N a n	P Y L N A N	ASH:469	469	ASH:118	118
989	Gamilaraay	gami1243	ASH		giran	g i r a n	K V R V N	g i r a n	K I R A N	ASH:460	460	ASH:107	107
1010	Gamilaraay	gami1243	ASH		giran	g i r a n	K V R V N	g i r a n	K I R A N	ASH:460	460	ASH:107	107
1000	Gupapuyngu	gupa1247	ASH		ɭirgi	ɭ i r g i	R V R K V	L i r g i	L I R K I	ASH:437	437	ASH:111	111
1026	Gurdjar	gurd1238	ASH		noːŋ	n oː ŋ	N V N	n o N	N U N	ASH:491	491	ASH:139	139
1001	Gurindji	guri1247	ASH		cani	c a n i	K V N V	T a n i	C A N I	ASH:448	448	ASH:140	140
1003	Guyani	guya1249	ASH		dultaɹa	d u l t a ɹ a	T V R T V R V	d u l t a r a	T Y L T A R A	ASH:455	455	ASH:141	141
1005	Jaru	jaru1254	ASH		balgaɹa	b a l g a ɹ a	P V R K V R V	b a l g a r a	P A L K A R A	ASH:502	502	ASH:112	112
1029	Kala Lagaw Ya	kala1377	ASH		tibi	t i b i	T V P V	t i b i	T I P I	ASH:435	435	ASH:142	142
1030	Kala Lagaw Ya	kala1377	ASH		kunaɹ	k u n a ɹ	K V N V R	k u n a r	K Y N A R	ASH:435	435	ASH:109	109
1009	Kalkutung	kalk1246	ASH		pumpa	p u m p a	P V M P V	p u m p a	P Y M P A	ASH:431	431	ASH:119	119
1011	Karadjeri	kara1476	ASH		pulkaɹu	p u l k a ɹ u	P V R K V R V	p u l k a r u	P Y L K A R Y	ASH:441	441	ASH:112	112
1015	Kartujarra	kart1247	ASH		cuɳpa	c u ɳ p a	K V N P V	T u n p a	C Y N P A	ASH:462	462	ASH:106	106
1016	Kaurna	kaur1267	ASH		buʈa	b u ʈ a	P V T V	b u t a	P Y T A	ASH:446	446	ASH:105	105
1020	Kukatja	kuka1246	ASH		kawaɳ	k a w a ɳ	K V W V N	k a w a n	K A W A N	ASH:502	502	ASH:107	107
1021	Kuku-Yalanji	kuku1273	ASH		nulu	n u l u	N V R V	n u l u	N Y L Y	ASH:493	493	ASH:120	120
995	Kumbainggar	kumb1268	ASH		culaːr	c u l aː r	K V R V R	T u l a r	C Y L A R	ASH:474	474	ASH:109	109
1027	Kuuku-Ya'u	kuuk1238	ASH		puɹka	p u ɹ k a	P V R K V	p u r k a	P Y R K A	ASH:483	483	ASH:121	121
1053	Lower Riverland	lowe1402	ASH		putko	p u t k o	P V T K V	p u t k o	P Y T K U	ASH:483	483	ASH:122	122
1036	Margany	marg1253	ASH		bud̪a	b u d̪ a	P V T V	b u d a	P Y T A	ASH:446	446	ASH:105	105
1037	Martu Wangka	mart1256	ASH		cuɳpa	c u ɳ p a	K V N P V	T u n p a	C Y N P A	ASH:462	462	ASH:106	106
1046	Mudburra	mudb1240	ASH		wubːa	w u bː a	W V P V	w u b a	W Y P A	ASH:434	434	ASH:113	113
1048	Muruwari	muru1266	ASH		put̪a	p u t̪ a	P V T V	p u t a	P Y T A	ASH:446	446	ASH:105	105
1059	Narrinyeri	narr1259	ASH		wirace	w i r a c e	W V R V K V	w i r a T e	W I R A C E	ASH:458	458	ASH:123	123
1051	Ngaanyatjarra	ngaa1240	ASH		tcuɳpa	t c u ɳ p a	T K V N P V	t T u n p a	T C Y N P A	ASH:462	462	ASH:106	106
1054	Ngamini	ngam1284	ASH		tuɹpa	t u ɹ p a	T V R P V	t u r p a	T Y R P A	ASH:447	447	ASH:124	124
1056	Ngarinman	ngar1235	ASH		liɲaɖ	l i ɲ a ɖ	R V N V T	l i H a d	L I N A T	ASH:452	452	ASH:125	125
1058	Ngarluma	ngar1287	ASH		miriɲ	m i r i ɲ	M V R V N	m i r i H	M I R I N	ASH:484	484	ASH:110	110
1095	Ngura	ngur1261	ASH		ginda	g i n d a	K V N T V	g i n d a	K I N T A	ASH:447	447	ASH:126	126
1066	Northern Coastal Nyangumarta	nort2754	ASH		puɳta	p u ɳ t a	P V N T V	p u n t a	P Y N T A	ASH:473	473	ASH:105	105
1067	Nyamal	nyam1271	ASH		cunpa	c u n p a	K V N P V	T u n p a	C Y N P A	ASH:462	462	ASH:106	106
1068	Nyangumarta	nyan1301	ASH		cuɳpa	c u ɳ p a	K V N P V	T u n p a	C Y N P A	ASH:462	462	ASH:106	106
1069	Nyunga	nyun1247	ASH		buŋa	b u ŋ a	P V N V	b u N a	P Y N A	ASH:442	442	ASH:104	104
1070	Paakantyi	darl1243	ASH		balba	b a l b a	P V R P V	b a l b a	P A L P A	ASH:439	439	ASH:127	127
1073	Panytyima	pany1241	ASH		ŋari	ŋ a r i	N V R V	N a r i	N A R I	ASH:472	472	ASH:104	104
1080	Pitjantjatjara	pitj1243	ASH		tiːtiː	t iː t iː	T V T V	t i t i	T I T I	ASH:432	432	ASH:128	128
1081	Pitta Pitta	pitt1247	ASH		pun̪u	p u n̪ u	P V N V	p u n u	P Y N Y	ASH:445	445	ASH:104	104
1083	Ritarungo	rita1239	ASH		ganuʔ	g a n u ʔ	K V N V H	g a n u 7	K A N Y H	ASH:433	433	ASH:108	108
1004	Sydney	sydn1236	ASH		d̪ulaɹa	d̪ u l a ɹ a	T V R V R V	d u l a r a	T Y L A R A	ASH:1	1	ASH:109	109
1088	Wagaya	waga1260	ASH		n̪anːgun̪anːgu	n̪ a nː g u n̪ a nː g u	N V N K V N V N K V	n a n g u n a n g u	N A N K Y N A N K Y	ASH:470	470	ASH:129	129
1103	Wanman	wanm1242	ASH		cuɳpa	c u ɳ p a	K V N P V	T u n p a	C Y N P A	ASH:462	462	ASH:106	106
1104	Wariyangga	wari1262	ASH		ŋari	ŋ a r i	N V R V	N a r i	N A R I	ASH:472	472	ASH:104	104
1101	Warlpiri	warl1254	ASH		jaɳanti	j a ɳ a n t i	J V N V N T V	y a n a n t i	J A N A N T I	ASH:443	443	ASH:130	130
1105	Warumungu	waru1265	ASH		wupːa	w u pː a	W V P V	w u p a	W Y P A	ASH:434	434	ASH:113	113
1107	Wathawurrung	wath1238	ASH		manal	m a n a l	M V N V R	m a n a l	M A N A L	ASH:456	456	ASH:114	114
1111	Wik-Mungkan	wikm1247	ASH		t̪um_kuɹk	t̪ u m k u ɹ k	T V M K V R K	t u m k u r k	T Y M K Y R K	ASH:482	482	ASH:131	131
1112	Wiradhuri	wira1262	ASH		d̪aːguːn	d̪ aː g uː n	T V K V N	d a g u n	T A K Y N	ASH:467	467	ASH:132	132
1113	Wirangu-Nauo	wira1260	ASH		mabaɭa	m a b a ɭ a	M V P V R V	m a b a L a	M A P A L A	ASH:453	453	ASH:133	133
1117	Yan-nhangu	yann1237	ASH		muŋa	m u ŋ a	M V N V	m u N a	M Y N A	ASH:438	438	ASH:114	114
1118	Yandruwandha	yand1253	ASH		mudu	m u d u	M V T V	m u d u	M Y T Y	ASH:444	444	ASH:134	134
1120	Yawarawarga	yawa1258	ASH		makapuda	m a k a p u d a	M V K V P V T V	m a k a p u d a	M A K A P Y T A	ASH:446	446	ASH:105	105
1122	Yindjibarndi	yind1247	ASH		jiwaɖa	j i w a ɖ a	J V W V T V	y i w a d a	J I W A T A	ASH:501	501	ASH:135	135
1124	Yorta Yorta	yort1237	ASH		banaru	b a n a r u	P V N V R V	b a n a r u	P A N A R Y	ASH:465	465	ASH:104	104
968	Yugambeh-Bandjalang	band1339	ASH		diman	d i m a n	T V M V N	d i m a n	T I M A N	ASH:487	487	ASH:136	136
969	Yugambeh-Bandjalang	band1339	ASH		muɹuhjn_g	m u ɹ u h j n g	M V R V H J N K	m u r u h y n g	M Y R Y H J N K	ASH:487	487	ASH:115	115
970	Yugambeh-Bandjalang	band1339	ASH		muɹujn_c	m u ɹ u j n c	M V R V J N K	m u r u y n T	M Y R Y J N C	ASH:487	487	ASH:115	115
1126	Yulparitja	yulp1238	ASH		cuɳpa	c u ɳ p a	K V N P V	T u n p a	C Y N P A	ASH:462	462	ASH:106	106
1127	Yuwaalaraay	yuwa1242	ASH		giran	g i r a n	K V R V N	g i r a n	K I R A N	ASH:460	460	ASH:107	107
1128	Adnyamathanha	adny1235	AT		ŋa	ŋ a	N V	N a	N A	AT:527	527	AT:143	143
1184	Bayungu	bayu1240	AT		a	a	V	a	A	AT:516	516	AT:147	147
1188	Dhalandji	dhal1245	AT		a	a	V	a	A	AT:516	516	AT:147	147
1132	Dhangu	dhan1270	AT		ŋa	ŋ a	N V	N a	N A	AT:527	527	AT:143	143
1189	Dhargari	dhar1247	AT		da	d a	T V	d a	T A	AT:525	525	AT:144	144
1133	Dhuwal	dhuw1249	AT		ŋa	ŋ a	N V	N a	N A	AT:527	527	AT:143	143
1135	Dieri	dier1241	AT		ŋu	ŋ u	N V	N u	N Y	AT:523	523	AT:143	143
1137	Djambarrpuyngu	djam1256	AT		ŋuɹ	ŋ u ɹ	N V R	N u r	N Y R	AT:526	526	AT:143	143
1139	Djinang	djin1253	AT		baɹgi	b a ɹ g i	P V R K V	b a r g i	P A R K I	AT:527	527	AT:157	157
1151	Djiwarli	djiw1241	AT		a	a	V	a	A	AT:516	516	AT:147	147
1136	Dyaabugay	dyaa1242	AT		la	l a	R V	l a	L A	AT:516	516	AT:148	148
1141	Gamilaraay	gami1243	AT		ga	g a	K V	g a	K A	AT:1	1	AT:146	146
1153	Gamilaraay	gami1243	AT		ga	g a	K V	g a	K A	AT:1	1	AT:146	146
1146	Gupapuyngu	gupa1247	AT		ŋuɹa	ŋ u ɹ a	N V R V	N u r a	N Y R A	AT:526	526	AT:143	143
1159	Gurdjar	gurd1238	AT		npilaɲ	n p i l a ɲ	N P V R V N	n p i l a H	N P I L A N	AT:1	1	AT:149	149
1160	Gurdjar	gurd1238	AT		lmpilaɲ	l m p i l a ɲ	R M P V R V N	l m p i l a H	L M P I L A N	AT:1	1	AT:149	149
1148	Jaru	jaru1254	AT		la	l a	R V	l a	L A	AT:516	516	AT:148	148
1161	Kala Lagaw Ya	kala1377	AT		nu	n u	N V	n u	N Y	AT:514	514	AT:143	143
1152	Kalkutung	kalk1246	AT		t̪i	t̪ i	T V	t i	T I	AT:522	522	AT:144	144
1154	Karadjeri	kara1476	AT		ŋga	ŋ g a	N K V	N g a	N K A	AT:522	522	AT:145	145
1156	Kartujarra	kart1247	AT		ŋka	ŋ k a	N K V	N k a	N K A	AT:523	523	AT:145	145
1158	Kukatja	kuka1246	AT		tcanitcura	t c a n i t c u r a	T K V N V T K V R V	t T a n i t T u r a	T C A N I T C Y R A	AT:1	1	AT:150	150
1144	Kumbainggar	kumb1268	AT		a	a	V	a	A	AT:516	516	AT:147	147
1164	Martu Wangka	mart1256	AT		ca	c a	K V	T a	C A	AT:522	522	AT:144	144
1170	Muruwari	muru1266	AT		a	a	V	a	A	AT:1	1	AT:147	147
1175	Narrinyeri	narr1259	AT		an	a n	V N	a n	A N	AT:517	517	AT:151	151
1172	Ngarinman	ngar1235	AT		la_ŋka_ka_ca_kula	l a ŋ k a k a c a k u l a	R V N K V K V K V K V R V	l a N k a k a T a k u l a	L A N K A K A C A K Y L A	AT:1	1	AT:152	152
1174	Ngarluma	ngar1287	AT		buwi	b u w i	P V W V	b u w i	P Y W I	AT:524	524	AT:153	153
1194	Ngura	ngur1261	AT		laŋa	l a ŋ a	R V N V	l a N a	L A N A	AT:516	516	AT:148	148
1178	Northern Coastal Nyangumarta	nort2754	AT		ŋi	ŋ i	N V	N i	N I	AT:522	522	AT:143	143
1179	Nyamal	nyam1271	AT		ŋu	ŋ u	N V	N u	N Y	AT:1	1	AT:143	143
1180	Nyangumarta	nyan1301	AT		ŋa	ŋ a	N V	N a	N A	AT:522	522	AT:143	143
1181	Nyunga	nyun1247	AT		jeaɹuŋeɹ_jukie	j e a ɹ u ŋ e ɹ j u k i e	J V V R V N V R J V K V V	y e a r u N e r y u k i e	J E A R Y N E R J Y K I E	AT:1	1	AT:154	154
1182	Paakantyi	darl1243	AT		ka	k a	K V	k a	K A	AT:524	524	AT:146	146
1183	Panytyima	pany1241	AT		ka	k a	K V	k a	K A	AT:1	1	AT:146	146
1185	Pitjantjatjara	pitj1243	AT		ŋka	ŋ k a	N K V	N k a	N K A	AT:523	523	AT:145	145
1186	Pitta Pitta	pitt1247	AT		ina	i n a	V N V	i n a	I N A	AT:521	521	AT:143	143
1187	Ritarungo	rita1239	AT		ŋaɹa	ŋ a ɹ a	N V R V	N a r a	N A R A	AT:526	526	AT:143	143
1147	Sydney	sydn1236	AT		wɔ	w ɔ	W V	w o	W U	AT:1	1	AT:155	155
1198	Wanman	wanm1242	AT		ŋka	ŋ k a	N K V	N k a	N K A	AT:523	523	AT:145	145
1199	Wariyangga	wari1262	AT		da	d a	T V	d a	T A	AT:525	525	AT:144	144
1196	Warlpiri	warl1254	AT		ŋka	ŋ k a	N K V	N k a	N K A	AT:523	523	AT:145	145
1200	Wiradhuri	wira1262	AT		da	d a	T V	d a	T A	AT:525	525	AT:144	144
1201	Wirangu-Nauo	wira1260	AT		ŋa	ŋ a	N V	N a	N A	AT:527	527	AT:143	143
1203	Yan-nhangu	yann1237	AT		ŋka	ŋ k a	N K V	N k a	N K A	AT:527	527	AT:145	145
1204	Yandruwandha	yand1253	AT		ji	j i	J V	y i	J I	AT:518	518	AT:156	156
1205	Yindjibarndi	yind1247	AT		ɖa	ɖ a	T V	d a	T A	AT:525	525	AT:144	144
1206	Yulparitja	yulp1238	AT		ca	c a	K V	T a	C A	AT:522	522	AT:144	144
1207	Yuwaalaraay	yuwa1242	AT		ga	g a	K V	g a	K A	AT:1	1	AT:146	146
1208	Adnyamathanha	adny1235	BACK		ititi	i t i t i	V T V T V	i t i t i	I T I T I	BACK:549	549	BACK:197	197
1210	Alyawarr	alya1239	BACK		aʈep	a ʈ e p	V T V P	a t e p	A T E P	BACK:571	571	BACK:174	174
1211	Alyawarr	alya1239	BACK		ahencahenc	a h e n c a h e n c	V H V N K V H V N K	a h e n T a h e n T	A H E N C A H E N C	BACK:571	571	BACK:191	191
1212	Arabana	arab1267	BACK		kuku	k u k u	K V K V	k u k u	K Y K Y	BACK:541	541	BACK:168	168
1340	Banggarla	bang1339	BACK		jaɖna	j a ɖ n a	J V T N V	y a d n a	J A T N A	BACK:553	553	BACK:173	173
1341	Bayungu	bayu1240	BACK		miga	m i g a	M V K V	m i g a	M I K A	BACK:570	570	BACK:163	163
1346	Dhalandji	dhal1245	BACK		miga	m i g a	M V K V	m i g a	M I K A	BACK:570	570	BACK:163	163
1229	Dhangu	dhan1270	BACK		buɳɖalŋu	b u ɳ ɖ a l ŋ u	P V N T V R N V	b u n d a l N u	P Y N T A L N Y	BACK:535	535	BACK:164	164
1347	Dhargari	dhar1247	BACK		ciɭi	c i ɭ i	K V R V	T i L i	C I L I	BACK:578	578	BACK:159	159
1236	Dhuwal	dhuw1249	BACK		muta	m u t a	M V T V	m u t a	M Y T A	BACK:532	532	BACK:160	160
1238	Dieri	dier1241	BACK		kuldu	k u l d u	K V R T V	k u l d u	K Y L T Y	BACK:606	606	BACK:161	161
1240	Djambarrpuyngu	djam1256	BACK		muta	m u t a	M V T V	m u t a	M Y T A	BACK:532	532	BACK:160	160
1242	Djinang	djin1253	BACK		bur_guŋi	b u r g u ŋ i	P V R K V N V	b u r g u N i	P Y R K Y N I	BACK:536	536	BACK:198	198
1266	Djiwarli	djiw1241	BACK		cimbi	c i m b i	K V M P V	T i m b i	C I M P I	BACK:577	577	BACK:159	159
1239	Dyaabugay	dyaa1242	BACK		mudu	m u d u	M V T V	m u d u	M Y T Y	BACK:537	537	BACK:160	160
1247	Gamilaraay	gami1243	BACK		bawa	b a w a	P V W V	b a w a	P A W A	BACK:565	565	BACK:166	166
1269	Gamilaraay	gami1243	BACK		bo	b o	P V	b o	P U	BACK:564	564	BACK:192	192
1257	Gupapuyngu	gupa1247	BACK		muta	m u t a	M V T V	m u t a	M Y T A	BACK:532	532	BACK:160	160
1286	Gurdjar	gurd1238	BACK		βoːeɖ	β oː e ɖ	P V V T	b o e d	B U E T	BACK:597	597	BACK:171	171
1287	Gurdjar	gurd1238	BACK		poːeɖ	p oː e ɖ	P V V T	p o e d	P U E T	BACK:597	597	BACK:171	171
1288	Gurdjar	gurd1238	BACK		moːkimer	m oː k i m e r	M V K V M V R	m o k i m e r	M U K I M E R	BACK:597	597	BACK:194	194
1258	Gurindji	guri1247	BACK		paɳtawuru	p a ɳ t a w u r u	P V N T V W V R V	p a n t a w u r u	P A N T A W Y R Y	BACK:540	540	BACK:167	167
1262	Guyani	guya1249	BACK		miliɹi	m i l i ɹ i	M V R V R V	m i l i r i	M I L I R I	BACK:551	551	BACK:170	170
1264	Jaru	jaru1254	BACK		naɹa	n a ɹ a	N V R V	n a r a	N A R A	BACK:554	554	BACK:199	199
1291	Kala Lagaw Ya	kala1377	BACK		kala	k a l a	K V R V	k a l a	K A L A	BACK:534	534	BACK:159	159
1268	Kalkutung	kalk1246	BACK		miɲci	m i ɲ c i	M V N K V	m i H T i	M I N C I	BACK:543	543	BACK:175	175
1270	Karadjeri	kara1476	BACK		baɭaɹ	b a ɭ a ɹ	P V R V R	b a L a r	P A L A R	BACK:546	546	BACK:165	165
1274	Kartujarra	kart1247	BACK		murpu	m u r p u	M V R P V	m u r p u	M Y R P Y	BACK:560	560	BACK:158	158
1276	Kaurna	kaur1267	BACK		jumo	j u m o	J V M V	y u m o	J Y M U	BACK:557	557	BACK:200	200
1280	Kukatja	kuka1246	BACK		galga	g a l g a	K V R K V	g a l g a	K A L K A	BACK:528	528	BACK:201	201
1281	Kuku-Yalanji	kuku1273	BACK		muku	m u k u	M V K V	m u k u	M Y K Y	BACK:538	538	BACK:163	163
1253	Kumbainggar	kumb1268	BACK		jiːba	j iː b a	J V P V	y i b a	J I P A	BACK:581	581	BACK:202	202
1289	Kuuku-Ya'u	kuuk1238	BACK		muci	m u c i	M V K V	m u T i	M Y C I	BACK:553	553	BACK:163	163
1320	Lower Riverland	lowe1402	BACK		kampko	k a m p k o	K V M P K V	k a m p k o	K A M P K U	BACK:603	603	BACK:176	176
1296	Margany	marg1253	BACK		baŋaɖ	b a ŋ a ɖ	P V N V T	b a N a d	P A N A T	BACK:602	602	BACK:177	177
1297	Martu Wangka	mart1256	BACK		caɳa	c a ɳ a	K V N V	T a n a	C A N A	BACK:530	530	BACK:162	162
1312	Mudburra	mudb1240	BACK		cuːɳa	c uː ɳ a	K V N V	T u n a	C Y N A	BACK:556	556	BACK:162	162
1314	Muruwari	muru1266	BACK		biɭa	b i ɭ a	P V R V	b i L a	P I L A	BACK:567	567	BACK:165	165
1326	Narrinyeri	narr1259	BACK		toli	t o l i	T V R V	t o l i	T U L I	BACK:558	558	BACK:178	178
1317	Ngaanyatjarra	ngaa1240	BACK		wiʈapi	w i ʈ a p i	W V T V P V	w i t a p i	W I T A P I	BACK:529	529	BACK:179	179
1321	Ngamini	ngam1284	BACK		kuldɹu	k u l d ɹ u	K V R T R V	k u l d r u	K Y L T R Y	BACK:567	567	BACK:161	161
1323	Ngarinman	ngar1235	BACK		bandawuru	b a n d a w u r u	P V N T V W V R V	b a n d a w u r u	P A N T A W Y R Y	BACK:540	540	BACK:167	167
1325	Ngarluma	ngar1287	BACK		muru	m u r u	M V R V	m u r u	M Y R Y	BACK:576	576	BACK:158	158
1356	Ngura	ngur1261	BACK		wita	w i t a	W V T V	w i t a	W I T A	BACK:529	529	BACK:180	180
1332	Northern Coastal Nyangumarta	nort2754	BACK		piɳtiɭ	p i ɳ t i ɭ	P V N T V R	p i n t i L	P I N T I L	BACK:566	566	BACK:164	164
1333	Nyamal	nyam1271	BACK		muru	m u r u	M V R V	m u r u	M Y R Y	BACK:576	576	BACK:158	158
1334	Nyangumarta	nyan1301	BACK		piɳtil	p i ɳ t i l	P V N T V R	p i n t i l	P I N T I L	BACK:566	566	BACK:164	164
1335	Nyunga	nyun1247	BACK		gambu	g a m b u	K V M P V	g a m b u	K A M P Y	BACK:603	603	BACK:181	181
1336	Paakantyi	darl1243	BACK		ɖaɳa	ɖ a ɳ a	T V N V	d a n a	T A N A	BACK:530	530	BACK:162	162
1339	Panytyima	pany1241	BACK		muru	m u r u	M V R V	m u r u	M Y R Y	BACK:576	576	BACK:158	158
1343	Pitjantjatjara	pitj1243	BACK		tcana	t c a n a	T K V N V	t T a n a	T C A N A	BACK:530	530	BACK:162	162
1344	Pitta Pitta	pitt1247	BACK		kuku	k u k u	K V K V	k u k u	K Y K Y	BACK:541	541	BACK:168	168
1345	Ritarungo	rita1239	BACK		diltci	d i l t c i	T V R T K V	d i l t T i	T I L T C I	BACK:532	532	BACK:169	169
1231	Sydney	sydn1236	BACK		boːʔjoː	b oː ʔ j oː	P V H J V	b o 7 y o	P U H J U	BACK:564	564	BACK:182	182
1263	Sydney	sydn1236	BACK		gɔɹubul	g ɔ ɹ u b u l	K V R V P V R	g o r u b u l	K U R Y P Y L	BACK:1	1	BACK:193	193
1350	Wagaya	waga1260	BACK		toːɹaba	t oː ɹ a b a	T V R V P V	t o r a b a	T U R A P A	BACK:545	545	BACK:183	183
1362	Wanman	wanm1242	BACK		murpu	m u r p u	M V R P V	m u r p u	M Y R P Y	BACK:560	560	BACK:158	158
1363	Wariyangga	wari1262	BACK		ciɭi	c i ɭ i	K V R V	T i L i	C I L I	BACK:578	578	BACK:159	159
1360	Warlpiri	warl1254	BACK		putuɭu	p u t u ɭ u	P V T V R V	p u t u L u	P Y T Y L Y	BACK:566	566	BACK:184	184
1364	Warumungu	waru1265	BACK		kaʈtuŋka	k a ʈ t u ŋ k a	K V T T V N K V	k a t t u N k a	K A T T Y N K A	BACK:533	533	BACK:185	185
1366	Wathawurrung	wath1238	BACK		wuluɳ	w u l u ɳ	W V R V N	w u l u n	W Y L Y N	BACK:559	559	BACK:186	186
1371	Wik-Mungkan	wikm1247	BACK		kojam	k o j a m	K V J V M	k o y a m	K U J A M	BACK:580	580	BACK:187	187
1372	Wiradhuri	wira1262	BACK		bira	b i r a	P V R V	b i r a	P I R A	BACK:567	567	BACK:165	165
1373	Wirangu-Nauo	wira1260	BACK		jagulu	j a g u l u	J V K V R V	y a g u l u	J A K Y L Y	BACK:552	552	BACK:188	188
1379	Yan-nhangu	yann1237	BACK		ɖiltci	ɖ i l t c i	T V R T K V	d i l t T i	T I L T C I	BACK:532	532	BACK:169	169
1380	Yandruwandha	yand1253	BACK		kuldɹu	k u l d ɹ u	K V R T R V	k u l d r u	K Y L T R Y	BACK:542	542	BACK:161	161
1382	Yawarawarga	yawa1258	BACK		kuldɹu	k u l d ɹ u	K V R T R V	k u l d r u	K Y L T R Y	BACK:604	604	BACK:161	161
1384	Yindjibarndi	yind1247	BACK		gaɭi	g a ɭ i	K V R V	g a L i	K A L I	BACK:576	576	BACK:159	159
1386	Yorta Yorta	yort1237	BACK		bunːuːt̪	b u nː uː t̪	P V N V T	b u n u t	P Y N Y T	BACK:596	596	BACK:189	189
1216	Yugambeh-Bandjalang	band1339	BACK		mubaɹ_j	m u b a ɹ j	M V P V R J	m u b a r y	M Y P A R J	BACK:582	582	BACK:190	190
1217	Yugambeh-Bandjalang	band1339	BACK		muli_g	m u l i g	M V R V K	m u l i g	M Y L I K	BACK:582	582	BACK:172	172
1218	Yugambeh-Bandjalang	band1339	BACK		w	w	W	w	W	BACK:582	582	BACK:195	195
1219	Yugambeh-Bandjalang	band1339	BACK		mulih_c	m u l i h c	M V R V H K	m u l i h T	M Y L I H C	BACK:582	582	BACK:172	172
1220	Yugambeh-Bandjalang	band1339	BACK		giɹaɹ_we	g i ɹ a ɹ w e	K V R V R W V	g i r a r w e	K I R A R W E	BACK:582	582	BACK:196	196
1388	Yulparitja	yulp1238	BACK		malaku	m a l a k u	M V R V K V	m a l a k u	M A L A K Y	BACK:531	531	BACK:170	170
1389	Yuwaalaraay	yuwa1242	BACK		bawa	b a w a	P V W V	b a w a	P A W A	BACK:565	565	BACK:166	166
15589	Adnyamathanha	adny1235	BE ALIVE		ipi	i p i	V P V	i p i	I P I	BE ALIVE:6441	6441	BE ALIVE:205	205
15590	Alyawarr	alya1239	BE ALIVE		itet̪	i t e t̪	V T V T	i t e t	I T E T	BE ALIVE:6450	6450	BE ALIVE:211	211
15591	Arabana	arab1267	BE ALIVE		aŋka	a ŋ k a	V N K V	a N k a	A N K A	BE ALIVE:6474	6474	BE ALIVE:203	203
15694	Banggarla	bang1339	BE ALIVE		ipi	i p i	V P V	i p i	I P I	BE ALIVE:6441	6441	BE ALIVE:205	205
15695	Bayungu	bayu1240	BE ALIVE		wanka	w a n k a	W V N K V	w a n k a	W A N K A	BE ALIVE:6474	6474	BE ALIVE:203	203
15700	Dhalandji	dhal1245	BE ALIVE		wanka	w a n k a	W V N K V	w a n k a	W A N K A	BE ALIVE:6474	6474	BE ALIVE:203	203
