ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	INFOMAPID
19054	Tagalog	?	bad,evil		masama	m a s a m a	M V S V M V	m a s a m a	M A S A M A	30	50	bad,evil:52	52
16956	TagalogAnthonydelaPaz	?	bad,evil		masama	m a s a m a	M V S V M V	m a s a m a	M A S A M A	30	50	bad,evil:52	52
27271	TahitianModern	?	bad,evil		ino	i n o	V N V	i n o	I N U	9	55	bad,evil:48	48
30146	Tongan	?	bad,evil		kovi	k o v i	K V W V	k o v i	K U B I	10	47	bad,evil:49	49
44783	Tuamotu	?	bad,evil		kiro	k i r o	K V R V	k i r o	K I R U	9	55	bad,evil:48	48
65477	UveaEast	?	bad,evil		kovi	k o v i	K V W V	k o v i	K U B I	10	47	bad,evil:49	49
11723	WesternBukidnonManobo	?	bad,evil		daqat	d a q a t	T V K V T	d a q a t	T A K A T	1	46	bad,evil:47	47
62485	Woleai	?	bad,evil		ngngawa	n g n g a w a	N K N K V W V	n g n g a w a	N K N K A W A	11	48	bad,evil:50	50
1749	Yami	?	bad,evil		marahet	m a r a h e t	M V R V H V T	m a r a h e t	M A R A H E T	1	46	bad,evil:47	47
22452	Anuta	?	belly		manava	m a n a v a	M V N V W V	m a n a v a	M A N A B A	9	67	belly:56	56
22453	Anuta	?	belly		aro/aro	a r o a r o	V R V V R V	a r o a r o	A R U A R U	10	57	belly:62	62
59465	BanjareseMalay	?	belly		parut	p a r u t	P V R V T	p a r u t	P A R Y T	32	62	belly:61	61
22932	Carolinian	?	belly		uubw	uu b w	V P W	u b w	Y P W	11	58	belly:63	63
63459	Cebuano	?	belly		tiyan	t iya n	T V N	t i n	T I N	1	56	belly:58	58
17370	Chuukese	?	belly		wuupw	w uu p w	W V P W	w u p w	W Y P W	11	58	belly:63	63
37538	ChuukeseAKATrukese	?	belly		wupwa	w u p w a	W V P W V	w u p w a	W Y P W A	11	58	belly:63	63
1568	EastSumbaneseKamberaSoutherndialect	?	belly		kambu	k a m b u	K V M P V	k a m b u	K A M P Y	2	60	belly:57	57
51809	EastSumbaneseUmbuRatuNggaidialect	?	belly		kambu	k a m b u	K V M P V	k a m b u	K A M P Y	2	60	belly:57	57
64318	FutunaEast	?	belly		tinae	t i n ae	T V N V	t i n a	T I N A	34	63	belly:58	58
64319	FutunaEast	?	belly		kona	k o n a	K V N V	k o n a	K U N A	8	66	belly:60	60
64320	FutunaEast	?	belly		manava	m a n a v a	M V N V W V	m a n a v a	M A N A B A	9	67	belly:56	56
64321	FutunaEast	?	belly		tinae	t i n ae	T V N V	t i n a	T I N A	19	59	belly:58	58
40356	Imorod	?	belly		velek	v e l e k	W V R V K	v e l e k	B E L E K	27	61	belly:59	59
45341	Indonesian	?	belly		perut	p e r u t	P V R V T	p e r u t	P E R Y T	32	62	belly:61	61
3420	Iraralay	?	belly		velek	v e l e k	W V R V K	v e l e k	B E L E K	27	61	belly:59	59
54342	Isamorong	?	belly		vedek	v e d e k	W V T V K	v e d e k	B E T E K	27	61	belly:59	59
66424	Itbayat	?	belly		volek	v o l e k	W V R V K	v o l e k	B U L E K	27	61	belly:59	59
27179	Itbayaten	?	belly		vulɨk	v u l ɨ k	W V R V K	v u l I k	B Y L I K	27	61	belly:59	59
48392	Ivasay	?	belly		vodek	v o d e k	W V T V K	v o d e k	B U T E K	27	61	belly:59	59
12883	Lakalai	?	belly		tia	t ia	T V	t i	T I	1	56	belly:58	58
50480	Luangiua	?	belly		maŋava	m a ŋ a v a	M V N V W V	m a N a v a	M A N A B A	9	67	belly:56	56
11983	MalayBahasaIndonesia	?	belly		perut	p e r u t	P V R V T	p e r u t	P E R Y T	32	62	belly:61	61
11263	Marquesan	?	belly		opu	o p u	V P V	o p u	U P Y	2	60	belly:57	57
65593	Minangkabau	?	belly		paruit	p a r ui t	P V R V T	p a r u t	P A R Y T	32	62	belly:61	61
19221	NakanaiBilekiDialect	?	belly		tia	t ia	T V	t i	T I	1	56	belly:58	58
9717	Niue	?	belly		manava	m a n a v a	M V N V W V	m a n a v a	M A N A B A	9	67	belly:56	56
9718	Niue	?	belly		alo/alo	a l o a l o	V R V V R V	a l o a l o	A L U A L U	10	57	belly:62	62
51537	Ogan	?	belly		pəxut	p ə x u t	P V K V T	p I x u t	P E G Y T	32	62	belly:61	61
30247	Penrhyn	?	belly		kona	k o n a	K V N V	k o n a	K U N A	8	66	belly:60	60
30248	Penrhyn	?	belly		manava	m a n a v a	M V N V W V	m a n a v a	M A N A B A	9	67	belly:56	56
30249	Penrhyn	?	belly		koopuu	k oo p uu	K V P V	k o p u	K U P Y	2	60	belly:57	57
58404	RapanuiEasterIsland	?	belly		manava	m a n a v a	M V N V W V	m a n a v a	M A N A B A	9	67	belly:56	56
58405	RapanuiEasterIsland	?	belly		kopu	k o p u	K V P V	k o p u	K U P Y	2	60	belly:57	57
10845	Rarotongan	?	belly		kona	k o n a	K V N V	k o n a	K U N A	8	66	belly:60	60
10846	Rarotongan	?	belly		manava	m a n a v a	M V N V W V	m a n a v a	M A N A B A	9	67	belly:56	56
10847	Rarotongan	?	belly		koopuu	k oo p uu	K V P V	k o p u	K U P Y	2	60	belly:57	57
38788	Rennellese	?	belly		manaba	m a n a b a	M V N V P V	m a n a b a	M A N A P A	9	67	belly:56	56
57018	Rurutuan	?	belly		ʔoopuu	ʔ oo p uu	H V P V	7 o p u	H U P Y	2	60	belly:57	57
11151	Samoan	?	belly		manava	m a n a v a	M V N V W V	m a n a v a	M A N A B A	9	67	belly:56	56
49700	Sikaiana	?	belly		manava	m a n a v a	M V N V W V	m a n a v a	M A N A B A	9	67	belly:56	56
47766	Surigaonon	?	belly		tijan	t i j a n	T V J V N	t i y a n	T I J A N	1	56	belly:58	58
50122	Tagalog	?	belly		tiyan	t iya n	T V N	t i n	T I N	1	56	belly:58	58
59296	TagalogAnthonydelaPaz	?	belly		tiyan	t iya n	T V N	t i n	T I N	1	56	belly:58	58
50636	TahitianModern	?	belly		oopuu	oo p uu	V P V	o p u	U P Y	2	60	belly:57	57
20713	Tikopia	?	belly		kona	k o n a	K V N V	k o n a	K U N A	8	66	belly:60	60
20714	Tikopia	?	belly		manava	m a n a v a	M V N V W V	m a n a v a	M A N A B A	9	67	belly:56	56
20715	Tikopia	?	belly		aro/aro	a r o a r o	V R V V R V	a r o a r o	A R U A R U	10	57	belly:62	62
63472	Tongan	?	belly		kete	k e t e	K V T V	k e t e	K E T E	7	65	belly:64	64
33273	Tuamotu	?	belly		kona	k o n a	K V N V	k o n a	K U N A	8	66	belly:60	60
33274	Tuamotu	?	belly		manava	m a n a v a	M V N V W V	m a n a v a	M A N A B A	9	67	belly:56	56
33275	Tuamotu	?	belly		koopuu	k oo p uu	K V P V	k o p u	K U P Y	2	60	belly:57	57
26967	UveaEast	?	belly		kona	k o n a	K V N V	k o n a	K U N A	8	66	belly:60	60
26968	UveaEast	?	belly		manava	m a n a v a	M V N V W V	m a n a v a	M A N A B A	9	67	belly:56	56
26969	UveaEast	?	belly		alo	a l o	V R V	a l o	A L U	10	57	belly:62	62
51598	WesternBukidnonManobo	?	belly		getek	g e t e k	K V T V K	g e t e k	K E T E K	55	64	belly:64	64
65162	Woleai	?	belly		uba	u b a	V P V	u b a	Y P A	11	58	belly:63	63
47385	Yami	?	belly		velek	v e l e k	W V R V K	v e l e k	B E L E K	27	61	belly:59	59
8988	Anuta	?	below		raro	r a r o	R V R V	r a r o	R A R U	8	75	below:65	65
35848	BanjareseMalay	?	below		bawah	b a w a h	P V W V H	b a w a h	P A W A H	1	68	below:72	72
29173	Carolinian	?	below		faa	f aa	P V	f a	B A	1	68	below:67	67
53887	Chuukese	?	below		faa	f aa	P V	f a	B A	1	68	below:67	67
7978	DayakNgaju	?	below		penda	p e n d a	P V N T V	p e n d a	P E N T A	19	70	below:71	71
54838	FutunaEast	?	below		lalo	l a l o	R V R V	l a l o	L A L U	8	75	below:65	65
46968	Imorod	?	below		teyrahem	t ey r a h e m	T V R V H V M	t e r a h e m	T E R A H E M	20	71	below:66	66
34812	Iraralay	?	below		tirahem	t i r a h e m	T V R V H V M	t i r a h e m	T I R A H E M	20	71	below:66	66
36117	Isamorong	?	below		kagciin	k a g c ii n	K V K K V N	k a g T i n	K A K C I N	28	72	below:70	70
65321	Itbayat	?	below		hiraxem	h i r a x e m	H V R V K V M	h i r a x e m	H I R A G E M	20	71	below:66	66
33419	Itbayaten	?	below		qagbuq	q a g b u q	K V K P V K	q a g b u q	K A K P Y K	29	73	below:74	74
5720	Ivasay	?	below		irahem	i r a h e m	V R V H V M	i r a h e m	I R A H E M	20	71	below:66	66
5721	Ivasay	?	below		kagtin	k a g t i n	K V K T V N	k a g t i n	K A K T I N	28	72	below:70	70
11769	Lakalai	?	below		otalo	o t a l o	V T V R V	o t a l o	U T A L U	15	69	below:69	69
61207	Luangiua	?	below		lalo	l a l o	R V R V	l a l o	L A L U	8	75	below:65	65
11554	Marquesan	?	below		ao	ao	V	a	A	8	75	below:73	73
29144	NakanaiBilekiDialect	?	below		otalo	o t a l o	V T V R V	o t a l o	U T A L U	15	69	below:69	69
67142	Niue	?	below		lalo	l a l o	R V R V	l a l o	L A L U	8	75	below:65	65
57276	RapanuiEasterIsland	?	below		raro	r a r o	R V R V	r a r o	R A R U	8	75	below:65	65
54519	Rarotongan	?	below		raro	r a r o	R V R V	r a r o	R A R U	8	75	below:65	65
57859	Rennellese	?	below		gago	g a g o	K V K V	g a g o	K A K U	8	75	below:65	65
5880	Rurutuan	?	below		raro	r a r o	R V R V	r a r o	R A R U	8	75	below:65	65
56588	Sikaiana	?	below		lalo	l a l o	R V R V	l a l o	L A L U	8	75	below:65	65
25587	Tagalog	?	below		ibaba	i b a b a	V P V P V	i b a b a	I P A P A	1	68	below:68	68
44346	TagalogAnthonydelaPaz	?	below		ibaba	i b a b a	V P V P V	i b a b a	I P A P A	1	68	below:68	68
60207	TahitianModern	?	below		raro	r a r o	R V R V	r a r o	R A R U	8	75	below:65	65
35912	Tikopia	?	below		raro	r a r o	R V R V	r a r o	R A R U	8	75	below:65	65
22676	Tuamotu	?	below		raro	r a r o	R V R V	r a r o	R A R U	8	75	below:65	65
35377	UveaEast	?	below		lalo	l a l o	R V R V	l a l o	L A L U	8	75	below:65	65
22275	WesternBukidnonManobo	?	below		dizalem	d i z a l e m	T V S V R V M	d i z a l e m	T I S A L E M	34	74	below:66	66
51976	Woleai	?	below		faa	f aa	P V	f a	B A	1	68	below:67	67
54728	Yami	?	below		tiraɣəm	t i r a ɣ ə m	T V R V K V M	t i r a x I m	T I R A G E M	20	71	below:66	66
14859	Anuta	?	big		rai	r ai	R V	r a	R A	12	79	big:75	75
47630	Cebuano	?	big		daku	d a k u	T V K V	d a k u	T A K Y	22	82	big:76	76
60350	ChuukeseAKATrukese	?	big		napanap	n a p a n a p	N V P V N V P	n a p a n a p	N A P A N A P	10	77	big:86	86
59006	DayakNgaju	?	big		hai	h ai	H V	h a	H A	1	76	big:83	83
10681	EastSumbaneseKamberaSoutherndialect	?	big		bakul	b a k u l	P V K V R	b a k u l	P A K Y L	5	87	big:82	82
65952	EastSumbaneseUmbuRatuNggaidialect	?	big		bakul	b a k u l	P V K V R	b a k u l	P A K Y L	5	87	big:82	82
57460	FutunaEast	?	big		lasi	l a s i	R V S V	l a s i	L A S I	12	79	big:75	75
20288	Imorod	?	big		rako	r a k o	R V K V	r a k o	R A K U	23	83	big:76	76
39153	Indonesian	?	big		besar	b e s a r	P V S V R	b e s a r	P E S A R	28	84	big:78	78
67245	Iraralay	?	big		rakoh	r a k o h	R V K V H	r a k o h	R A K U H	23	83	big:76	76
30150	Isamorong	?	big		rakoh	r a k o h	R V K V H	r a k o h	R A K U H	23	83	big:76	76
9486	Itbayat	?	big		rakox	r a k o x	R V K V K	r a k o x	R A K U G	23	83	big:76	76
7811	Itbayaten	?	big		rakuǥ	r a k u ǥ	R V K V K	r a k u x	R A K Y K	23	83	big:76	76
36223	Ivasay	?	big		rakoh	r a k o h	R V K V H	r a k o h	R A K U H	23	83	big:76	76
59677	Katingan	?	big		haɛʔ	h aɛ ʔ	H V H	h a 7	H A H	1	76	big:83	83
29282	Lakalai	?	big		uru	u r u	V R V	u r u	Y R Y	17	81	big:81	81
12929	Luangiua	?	big		lahi	l a h i	R V H V	l a h i	L A H I	12	79	big:75	75
47963	MalayBahasaIndonesia	?	big		besar	b e s a r	P V S V R	b e s a r	P E S A R	28	84	big:78	78
10011	Maori	?	big		nui	n ui	N V	n u	N Y	11	78	big:77	77
34431	Marquesan	?	big		maaka	m aa k a	M V K V	m a k a	M A K A	31	85	big:80	80
34432	Marquesan	?	big		nui	n ui	N V	n u	N Y	11	78	big:77	77
38670	NakanaiBilekiDialect	?	big		uru	u r u	V R V	u r u	Y R Y	17	81	big:81	81
23842	Niue	?	big		lahi	l a h i	R V H V	l a h i	L A H I	12	79	big:75	75
32598	Ogan	?	big		bəsaʔ	b ə s a ʔ	P V S V H	b I s a 7	P E S A H	28	84	big:78	78
20412	Penrhyn	?	big		rahi	r a h i	R V H V	r a h i	R A H I	12	79	big:75	75
2317	RapanuiEasterIsland	?	big		rahi	r a h i	R V H V	r a h i	R A H I	12	79	big:75	75
2318	RapanuiEasterIsland	?	big		nui	n ui	N V	n u	N Y	11	78	big:77	77
26778	Rarotongan	?	big		aka	a k a	V K V	a k a	A K A	31	85	big:80	80
37877	Rennellese	?	big		gaueha	g aue h a	K V H V	g a h a	K A H A	13	80	big:75	75
39060	Rurutuan	?	big		raʔi	r a ʔ i	R V H V	r a 7 i	R A H I	12	79	big:75	75
17796	Samoan	?	big		lasi	l a s i	R V S V	l a s i	L A S I	12	79	big:75	75
17797	Samoan	?	big		nui	n ui	N V	n u	N Y	11	78	big:77	77
6199	Sikaiana	?	big		n/niu/	n n iu	N N V	n n i	N N I	11	78	big:85	85
7055	Tagalog	?	big		malaki	m a l a k i	M V R V K V	m a l a k i	M A L A K I	35	86	big:79	79
9736	TagalogAnthonydelaPaz	?	big		malaki	m a l a k i	M V R V K V	m a l a k i	M A L A K I	35	86	big:79	79
29584	TahitianModern	?	big		rahi	r a h i	R V H V	r a h i	R A H I	12	79	big:75	75
60693	Tikopia	?	big		lasi	l a s i	R V S V	l a s i	L A S I	12	79	big:75	75
19399	Tongan	?	big		lahi	l a h i	R V H V	l a h i	L A H I	12	79	big:75	75
41172	Tuamotu	?	big		nui	n ui	N V	n u	N Y	11	78	big:77	77
34123	UveaEast	?	big		lahi	l a h i	R V H V	l a h i	L A H I	12	79	big:75	75
7468	WesternBukidnonManobo	?	big		dekeleq	d e k e l e q	T V K V R V K	d e k e l e q	T E K E L E K	22	82	big:84	84
19023	Yami	?	big		arako	a r a k o	V R V K V	a r a k o	A R A K U	23	83	big:76	76
59070	Anuta	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
64509	BanjareseMalay	?	bird		burung	b u r u n g	P V R V N K	b u r u n g	P Y R Y N K	17	89	bird:88	88
57131	Carolinian	?	bird		maal	m aa l	M V R	m a l	M A L	1	88	bird:87	87
2471	Cebuano	?	bird		langgam	l a n gg a m	R V N K V M	l a n g a m	L A N K A M	72	93	bird:89	89
16509	Chuukese	?	bird		machchang	m a c h c h a n g	M V K H K H V N K	m a T h T h a n g	M A C H C H A N K	1	88	bird:93	93
895	ChuukeseAKATrukese	?	bird		nikaap	n i k aa p	N V K V P	n i k a p	N I K A P	9	96	bird:95	95
41180	DayakNgaju	?	bird		burung	b u r u n g	P V R V N K	b u r u n g	P Y R Y N K	17	89	bird:88	88
2673	EastSumbaneseKamberaSoutherndialect	?	bird		mahawurung	m a h a w u r u n g	M V H V W V R V N K	m a h a w u r u n g	M A H A W Y R Y N K	5	92	bird:88	88
29115	EastSumbaneseUmbuRatuNggaidialect	?	bird		mahawurung	m a h a w u r u n g	M V H V W V R V N K	m a h a w u r u n g	M A H A W Y R Y N K	5	92	bird:88	88
30228	FutunaEast	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
41338	Imorod	?	bird		miasasalap	m ia s a s a l a p	M V S V S V R V P	m i s a s a l a p	M I S A S A L A P	20	91	bird:90	90
66373	Indonesian	?	bird		buruŋ	b u r u ŋ	P V R V N	b u r u N	P Y R Y N	17	89	bird:88	88
59085	Iraralay	?	bird		miyasasalap	m iya s a s a l a p	M V S V S V R V P	m i s a s a l a p	M I S A S A L A P	20	91	bird:90	90
44829	Isamorong	?	bird		manomanok	m a n o m a n o k	M V N V M V N V K	m a n o m a n o k	M A N U M A N U K	1	88	bird:92	92
18372	Itbayat	?	bird		kangkang	k a n g k a n g	K V N K K V N K	k a n g k a n g	K A N K K A N K	19	90	bird:89	89
63732	Itbayaten	?	bird		kangkang	k a n g k a n g	K V N K K V N K	k a n g k a n g	K A N K K A N K	72	93	bird:89	89
63733	Itbayaten	?	bird		kaŋkaŋ	k a ŋ k a ŋ	K V N K V N	k a N k a N	K A N K A N	19	90	bird:89	89
21438	Ivasay	?	bird		manomanok	m a n o m a n o k	M V N V M V N V K	m a n o m a n o k	M A N U M A N U K	1	88	bird:92	92
52534	Katingan	?	bird		buruŋ	b u r u ŋ	P V R V N	b u r u N	P Y R Y N	17	89	bird:88	88
17799	Lakalai	?	bird		malu	m a l u	M V R V	m a l u	M A L Y	1	88	bird:87	87
59725	Luangiua	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
25297	MalayBahasaIndonesia	?	bird		burung	b u r u n g	P V R V N K	b u r u n g	P Y R Y N K	17	89	bird:88	88
47531	Maori	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
57611	Marquesan	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
24093	Minangkabau	?	bird		buruaŋ	b u r ua ŋ	P V R V N	b u r u N	P Y R Y N	17	89	bird:88	88
30689	NakanaiBilekiDialect	?	bird		malu	m a l u	M V R V	m a l u	M A L Y	1	88	bird:87	87
22251	Niue	?	bird		manu/lele	m a n u l e l e	M V N V R V R V	m a n u l e l e	M A N Y L E L E	1	88	bird:87	87
1326	Ogan	?	bird		buruŋ	b u r u ŋ	P V R V N	b u r u N	P Y R Y N	17	89	bird:88	88
3988	Penrhyn	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
49124	RapanuiEasterIsland	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
66892	Rarotongan	?	bird		manu/rere	m a n u r e r e	M V N V R V R V	m a n u r e r e	M A N Y R E R E	1	88	bird:87	87
39526	Rennellese	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
44496	Rurutuan	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
38560	Samoan	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
63022	Tagalog	?	bird		ibon	i b o n	V P V N	i b o n	I P U N	73	94	bird:91	91
37024	TagalogAnthonydelaPaz	?	bird		ibon	i b o n	V P V N	i b o n	I P U N	73	94	bird:91	91
50186	TahitianModern	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
33482	Tikopia	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
50927	Tongan	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
57607	Tuamotu	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
2489	UveaEast	?	bird		manu	m a n u	M V N V	m a n u	M A N Y	1	88	bird:87	87
37366	WesternBukidnonManobo	?	bird		tagbis	t a g b i s	T V K P V S	t a g b i s	T A K P I S	76	95	bird:94	94
53772	Woleai	?	bird		malɪʊ	m a l ɪʊ	M V R V	m a l i	M A L I	1	88	bird:87	87
56292	Yami	?	bird		miasasalap	m ia s a s a l a p	M V S V S V R V P	m i s a s a l a p	M I S A S A L A P	20	91	bird:90	90
25966	Anuta	?	black		uri	u r i	V R V	u r i	Y R I	7	104	black:96	96
31598	BanjareseMalay	?	black		hirang	h i r a n g	H V R V N K	h i r a n g	H I R A N K	32	101	black:105	105
6678	Carolinian	?	black		schol	s c h o l	S K H V R	s T h o l	S C H U L	8	105	black:100	100
29000	Cebuano	?	black		itum	i t u m	V T V M	i t u m	I T Y M	1	97	black:97	97
51219	Chuukese	?	black		chon	c h o n	K H V N	T h o n	C H U N	8	105	black:100	100
55913	ChuukeseAKATrukese	?	black		chochchon	c h o c h c h o n	K H V K H K H V N	T h o T h T h o n	C H U C H C H U N	8	105	black:100	100
25659	DayakNgaju	?	black		bilem	b i l e m	P V R V M	b i l e m	P I L E M	30	100	black:103	103
30769	EastSumbaneseKamberaSoutherndialect	?	black		miting	m i t i n g	M V T V N K	m i t i n g	M I T I N K	1	97	black:104	104
64629	EastSumbaneseUmbuRatuNggaidialect	?	black		metung	m e t u n g	M V T V N K	m e t u n g	M E T Y N K	1	97	black:104	104
19097	FutunaEast	?	black		uli	u l i	V R V	u l i	Y L I	7	104	black:96	96
14895	Imorod	?	black		mavaeng	m a v ae n g	M V W V N K	m a v a n g	M A B A N K	20	99	black:98	98
3206	Indonesian	?	black		hitam	h i t a m	H V T V M	h i t a m	H I T A M	1	97	black:97	97
34716	Iraralay	?	black		mavaheng	m a v a h e n g	M V W V H V N K	m a v a h e n g	M A B A H E N K	20	99	black:98	98
59156	Isamorong	?	black		mavaheng	m a v a h e n g	M V W V H V N K	m a v a h e n g	M A B A H E N K	20	99	black:98	98
35003	Itbayat	?	black		mavaweng	m a v a w e n g	M V W V W V N K	m a v a w e n g	M A B A W E N K	20	99	black:98	98
64970	Itbayaten	?	black		mavaɨng	m a v aɨ n g	M V W V N K	m a v a n g	M A B A N K	20	99	black:98	98
34858	Ivasay	?	black		mavaheng	m a v a h e n g	M V W V H V N K	m a v a h e n g	M A B A H E N K	20	99	black:98	98
41368	Katingan	?	black		bailɛm	b ai l ɛ m	P V R V M	b a l E m	P A L E M	30	100	black:103	103
62488	Lakalai	?	black		parakuru	p a r a k u r u	P V R V K V R V	p a r a k u r u	P A R A K Y R Y	14	98	black:102	102
58191	Luangiua	?	black		uli	u l i	V R V	u l i	Y L I	7	104	black:96	96
22333	MalayBahasaIndonesia	?	black		hitam	h i t a m	H V T V M	h i t a m	H I T A M	1	97	black:97	97
3385	Marquesan	?	black		hivahiva	h i v a h i v a	H V W V H V W V	h i v a h i v a	H I B A H I B A	6	103	black:101	101
3386	Marquesan	?	black		kee/kee	k ee k ee	K V K V	k e k e	K E K E	5	102	black:99	99
43460	Minangkabau	?	black		itam	i t a m	V T V M	i t a m	I T A M	1	97	black:97	97
54439	NakanaiBilekiDialect	?	black		parakukuru	p a r a k u k u r u	P V R V K V K V R V	p a r a k u k u r u	P A R A K Y K Y R Y	14	98	black:102	102
37961	Niue	?	black		uli	u l i	V R V	u l i	Y L I	7	104	black:96	96
34434	Ogan	?	black		itam	i t a m	V T V M	i t a m	I T A M	1	97	black:97	97
33083	Penrhyn	?	black		uri	u r i	V R V	u r i	Y R I	7	104	black:96	96
33084	Penrhyn	?	black		kere/kere	k e r e k e r e	K V R V K V R V	k e r e k e r e	K E R E K E R E	5	102	black:99	99
32398	RapanuiEasterIsland	?	black		uri/uri	u r i u r i	V R V V R V	u r i u r i	Y R I Y R I	7	104	black:96	96
32399	RapanuiEasterIsland	?	black		kerekere	k e r e k e r e	K V R V K V R V	k e r e k e r e	K E R E K E R E	5	102	black:99	99
39765	Rarotongan	?	black		uri	u r i	V R V	u r i	Y R I	7	104	black:96	96
39766	Rarotongan	?	black		iva	i v a	V W V	i v a	I B A	6	103	black:101	101
39767	Rarotongan	?	black		kere	k e r e	K V R V	k e r e	K E R E	5	102	black:99	99
42692	Rennellese	?	black		ugi	u g i	V K V	u g i	Y K I	7	104	black:96	96
28835	Rurutuan	?	black		ʔereʔere	ʔ e r e ʔ e r e	H V R V H V R V	7 e r e 7 e r e	H E R E H E R E	5	102	black:99	99
57800	Samoan	?	black		uliuli	u l iu l i	V R V R V	u l i l i	Y L I L I	7	104	black:96	96
21851	Sikaiana	?	black		uli	u l i	V R V	u l i	Y L I	7	104	black:96	96
44458	Surigaonon	?	black		itom	i t o m	V T V M	i t o m	I T U M	1	97	black:97	97
49449	Tagalog	?	black		itim	i t i m	V T V M	i t i m	I T I M	1	97	black:97	97
39178	TagalogAnthonydelaPaz	?	black		itim	i t i m	V T V M	i t i m	I T I M	1	97	black:97	97
21685	TahitianModern	?	black		ereere	e r ee r e	V R V R V	e r e r e	E R E R E	5	102	black:99	99
56307	Tikopia	?	black		uri	u r i	V R V	u r i	Y R I	7	104	black:96	96
29272	Tongan	?	black		ʔuliʔuli	ʔ u l i ʔ u l i	H V R V H V R V	7 u l i 7 u l i	H Y L I H Y L I	7	104	black:96	96
29229	Tuamotu	?	black		uri	u r i	V R V	u r i	Y R I	7	104	black:96	96
29230	Tuamotu	?	black		hiva	h i v a	H V W V	h i v a	H I B A	6	103	black:101	101
29231	Tuamotu	?	black		kere	k e r e	K V R V	k e r e	K E R E	5	102	black:99	99
66285	UveaEast	?	black		uli	u l i	V R V	u l i	Y L I	7	104	black:96	96
41469	WesternBukidnonManobo	?	black		item	i t e m	V T V M	i t e m	I T E M	1	97	black:97	97
59354	Woleai	?	black		shoalo	s h oa l o	S H V R V	s h o l o	S H U L U	8	105	black:100	100
43602	Yami	?	black		mavaheng	m a v a h e n g	M V W V H V N K	m a v a h e n g	M A B A H E N K	20	99	black:98	98
62864	Anuta	?	blood		toto	t o t o	T V T V	t o t o	T U T U	4	110	blood:106	106
45843	BanjareseMalay	?	blood		darah	d a r a h	T V R V H	d a r a h	T A R A H	1	106	blood:108	108
10577	Carolinian	?	blood		tcha	t c h a	T K H V	t T h a	T C H A	1	106	blood:109	109
58672	Cebuano	?	blood		dugo	d u g o	T V K V	d u g o	T Y K U	16	108	blood:110	110
58185	Chuukese	?	blood		chcha	c h c h a	K H K H V	T h T h a	C H C H A	1	106	blood:109	109
27691	ChuukeseAKATrukese	?	blood		chchaa	c h c h aa	K H K H V	T h T h a	C H C H A	1	106	blood:109	109
50093	DayakNgaju	?	blood		daha	d a h a	T V H V	d a h a	T A H A	1	106	blood:108	108
48915	EastSumbaneseUmbuRatuNggaidialect	?	blood		re	r e	R V	r e	R E	1	106	blood:107	107
48498	FutunaEast	?	blood		toto	t o t o	T V T V	t o t o	T U T U	4	110	blood:106	106
23297	Imorod	?	blood		rala	r a l a	R V R V	r a l a	R A L A	1	106	blood:107	107
20723	Indonesian	?	blood		darah	d a r a h	T V R V H	d a r a h	T A R A H	1	106	blood:108	108
64189	Iraralay	?	blood		rala	r a l a	R V R V	r a l a	R A L A	1	106	blood:107	107
62199	Isamorong	?	blood		raya	r aya	R V	r a	R A	1	106	blood:107	107
6573	Itbayat	?	blood		raya	r aya	R V	r a	R A	1	106	blood:107	107
45392	Itbayaten	?	blood		rayaq	r aya q	R V K	r a q	R A K	1	106	blood:107	107
44196	Ivasay	?	blood		raya	r aya	R V	r a	R A	1	106	blood:107	107
16173	Katingan	?	blood		dahaʔ	d a h a ʔ	T V H V H	d a h a 7	T A H A H	1	106	blood:108	108
57561	Lakalai	?	blood		kasoso	k a s o s o	K V S V S V	k a s o s o	K A S U S U	11	107	blood:111	111
66016	Luangiua	?	blood		koko	k o k o	K V K V	k o k o	K U K U	4	110	blood:106	106
10030	MalayBahasaIndonesia	?	blood		darah	d a r a h	T V R V H	d a r a h	T A R A H	1	106	blood:108	108
10976	Maori	?	blood		toto	t o t o	T V T V	t o t o	T U T U	4	110	blood:106	106
