language	iso_code	gloss	global_id	local_id	transcription	cognate_class
Imorod	?	tocook	?	?	manotong	21
Itbayat	?	moon	?	?	voxan	1
WewewaTanaRighudialect	?	spider	?	?	gege	3
Wanukaka	?	name	?	?	ngara	1
Tahiti	?	fruit	?	?	hooraooiro	1
TahitianModern	?	dog	?	?	urii	7
DayakBakatiqSaraRiok	?	smoke	?	?	asup	49
TimugonMurut	?	old	?	?	tuo	1
Belait	?	stone	?	?	bateow	1
Nati	?	bone	?	?	mpoloŋo	37
SubanonSiocon	?	tolaugh	?	?	mokotawa	1
NakanaiBilekiDialect	?	toburn	?	?	tulu	1
Itbayat	?	dirty	?	?	rapos	28
Itbayat	?	dirty	?	?	saypet	29
Ibanag	?	dry	?	?	namaga	26
Leipon	?	todream	?	?	ni|nih	1
Tagalog	?	yellow	?	?	dilaw	24
AmbrymSouthEast	?	todig	?	?	hilɪ	1
ManoboSaranganiKayapongaDialect	?	far	?	?	mʌdiyoq	39
Atoni	?	nose	?	?	pana	7
Sediq	?	worm_earthworm	?	?	kuiʔ	26
Lamboya	?	wide	?	?	lura	31
IlongotKakidugen	?	tosee	?	?	buya	27
AnejomAneityum	?	dry	?	?	mesei	11
AttaPamplona	?	dirty	?	?	naraping	54
Fataleka	?	tobreathe	?	?	maŋo	47
Tokelau	?	wide	?	?	lau/efa	9
Wogeo	?	tokill	?	?	la|unu	1
SquliqAtayal	?	shoulder	?	?	hanali	2
Manihiki	?	dirty	?	?	parapara	7
Manihiki	?	dirty	?	?	lepo	9
VaeakauTaumako	?	earth/soil	?	?	tuaone	35
VaeakauTaumako	?	earth/soil	?	?	pela	32
BilaanSarangani	?	toburn	?	?	ntam	24
Chru	?	thou	?	?	xa	12
WesternFijianNavosa	?	eye	?	?	mata	1
Perai	?	sea	?	?	lor	6
SyeErromangan	?	salt	?	?	netukus	31
Tuamotu	?	tospit	?	?	tufa	15
Tuamotu	?	tospit	?	?	anu	14
WewewaTanaRighudialect	?	small	?	?	kii	1
Sika	?	what?	?	?	apa	1
WesternBukidnonManobo	?	todig	?	?	baŋbaŋ	24
WesternBukidnonManobo	?	todig	?	?	kalut	1
Sowa	?	louse	?	?	ut	1
Paulohi	?	star	?	?	umari	7
Maisin	?	tohear	?	?	ku|ruwa	1
TausugJoloDialect	?	wide	?	?	malakbang	24
FutunaAniwa	?	head	?	?	uru	1
ManoboAtadownriver	?	bone	?	?	bokog	16
TausugJoloDialect	?	toplant	?	?	magtanum	2
Chamorro	?	moon	?	?	pulan	1
GhariNggae	?	woman/female	?	?	ndaki	25
Seimat	?	todie,bedead	?	?	mat	1
UveaEast	?	year	?	?	tau	1
Sangir	?	two	?	?	dua	1
Kwamera	?	warm	?	?	areuan	51
Raga	?	tostand	?	?	du	2
KenyahLongAnap	?	tobuy	?	?	beli	1
Saa	?	and	?	?	na	2
Sunda	?	root	?	?	akar	2
Makassar	?	toflow	?	?	assoloŋ	23
PuloAnnan	?	fruit	?	?	ua	1
Lahanan	?	egg	?	?	təlu	1
Chuukese	?	wide	?	?	cheenap	9
Babatana	?	thick	?	?	tatamba	13
HituAmbon	?	road/path	?	?	lalan	1
Serili	?	earth/soil	?	?	kalɛ	3
Oirata	?	who?	?	?	umani	29
EngganoMalakoniVillage	?	he/she	?	?	kiə	1
Madurese	?	snake	?	?	olar	2
Nehan	?	no,not	?	?	ahik	16
Maloh	?	tofear	?	?	takut	1
Javanese	?	lightning	?	?	kilat	1
MadakLamasongDial	?	toswim	?	?	kagɪs	9
Pangasinan	?	seven	?	?	pitura	1
Ponapean	?	moon	?	?	sounpwoŋ	7
MelayuAmbon	?	tofall	?	?	jato	38
ManoboSaranganiKayapongaDialect	?	black	?	?	mʌqitʌm	1
WewewaTanaRighudialect	?	name	?	?	ngara	1
Kis	?	stone	?	?	pat	1
Iraralay	?	fish	?	?	among	19
Likum	?	i	?	?	je	1
Kiribati	?	blood	?	?	rara	1
Kwai	?	toeat	?	?	fana	1
Kwai	?	toeat	?	?	fana	14
FutunaAniwa	?	flower	?	?	se	9
Lamboya	?	ash	?	?	karaka	3
Tikopia	?	toburn	?	?	tutu	6
Tikopia	?	toburn	?	?	tafu	8
Rurutuan	?	tosuck	?	?	ʔote	9
Bantik	?	towalk	?	?	lampaŋ	43
Wedau	?	mother	?	?	alona	30
EastSumbaneseUmbuRatuNggaidialect	?	tosee	?	?	ngadu	3
Riwo	?	woman/female	?	?	pain	1
Merei	?	breast	?	?	susu	1
Modang	?	tosteal	?	?	əngkɛa	1
Maori	?	tocut,hack	?	?	taa	12
Aiwoo	?	flower	?	?	nupa	11
Singhi	?	earth/soil	?	?	tanah	1
AmbaiYapen	?	toliedown	?	?	ivata	16
KankanayNorthern	?	man/male	?	?	lalaki	2
Banggi	?	tosniff,smell	?	?	eŋgadak	1
Nissan	?	mouth	?	?	wawa	36
IfugaoBayninan	?	leg/foot	?	?	huqi	71
Levei	?	yellow	?	?	munaanop	9
Imorod	?	tosteal	?	?	manakaw	1
Oroha	?	mother	?	?	nikena	32
BabatanaKatazi	?	dirty	?	?	pito	15
Hawaiian	?	todrink	?	?	inu	1
WewewaTanaRighudialect	?	star	?	?	manduu	6
Yabem	?	correct,true	?	?	ŋano	17
Nggela	?	tongue	?	?	lapi	21
Varisi	?	name	?	?	vitɔŋɔna	7
WesternFijianNavosa	?	tosay	?	?	kwaya	13
MadakLamasongDial	?	dust	?	?	kakup	17
PhanRangChamEasternCham	?	house	?	?	ruməh	1
EastMasela	?	night	?	?	mɛlok	4
Katingan	?	i	?	?	yakuʔ	1
MerinaMalagasy	?	root	?	?	faka	2
AreareWaiahaaVillage	?	mouth	?	?	nusuna	2
Wanukaka	?	snake	?	?	madu	9
Oroha	?	neck	?	?	ruana	18
SaaUlawa	?	tosniff,smell	?	?	wasu	50
Vaghua	?	tocut,hack	?	?	komboro	24
Vaghua	?	tocut,hack	?	?	pota	55
Watubela	?	day	?	?	dodan	3
Mota	?	tofly	?	?	rowo	1
Mangareva	?	bone	?	?	ivi	2
Popalia	?	blood	?	?	raha	1
AklanonBisayan	?	yellow	?	?	duɣaw	24
Ilokano	?	eye	?	?	mata	1
Tokelau	?	two	?	?	lua	1
Biliau	?	child	?	?	nalu/n	5
KayanUmaJuman	?	lightning	?	?	bekilet	1
Nias	?	sharp	?	?	ataro	1
Sengseng	?	toliedown	?	?	sinok	13
KaraWest	?	rat	?	?	kup	3
SouthEfate	?	road/path	?	?	napu	5
SouthEfate	?	five	?	?	ilim	1
BabatanaTunoe	?	road/path	?	?	zuka	7
Popalia	?	year	?	?	taʔu	1
Imroing	?	sharp	?	?	maretallei	3
MurnatenAlune	?	hand	?	?	bala	6
Yabem	?	todream	?	?	me	1
Yabem	?	todream	?	?	me	37
MurnatenAlune	?	meat/flesh	?	?	tinai	8
PuloAnnan	?	short	?	?	mwoso	12
BikolNagaCity	?	shoulder	?	?	abaga	1
Tagalog	?	topound,beat	?	?	bayuhin	1
Tiang	?	louse	?	?	ngat	13
Paulohi	?	stick/wood	?	?	ai	1
Kerinci	?	flower	?	?	buŋu	1
Nila	?	belly	?	?	ɲɛʔa	6
Kapingamarangi	?	below	?	?	rara	8
Ghanongga	?	tosteal	?	?	iko	13
Pangasinan	?	name	?	?	ngaran	1
BigaMisool	?	tocome	?	?	mata	1
ChuukeseAKATrukese	?	onehundred	?	?	pwuku	20
SakaoPortOlry	?	tovomit	?	?	lu	8
Isamorong	?	all	?	?	kani	25
Babatana	?	mouth	?	?	njope	52
Sunda	?	toclimb	?	?	naek	1
Pondok	?	tospit	?	?	padainu	5
IlongotKakidugen	?	eye	?	?	mata	1
Nehan	?	if	?	?	g	8
Tongan	?	correct,true	?	?	tonu	8
Takuu	?	sky	?	?	rani	1
ManoboAtaupriver	?	leg/foot	?	?	paqa	20
Geser	?	dust	?	?	ubas	3
Banggi	?	fire	?	?	afi	1
PulauArguni	?	breast	?	?	sus	1
SambalBotolan	?	todrink	?	?	minom	1
Lakalai	?	thin	?	?	tavi	8
BugineseSoppengDialect	?	wind	?	?	aŋiŋ	1
Nguna	?	hair	?	?	nalolu	31
Mapun	?	toscratch	?	?	kakayaw	1
Bantik	?	stick/wood	?	?	kayu	1
KallahanKeleyqiq	?	house	?	?	baley	14
Sangir	?	tobuy	?	?	belli	1
GhariNggeri	?	tohit	?	?	lambu	42
Satawalese	?	father	?	?	sema	1
Teop	?	tostand	?	?	sun	2
TannaSouthwest	?	fruit	?	?	kwankwa	1
BabatanaTunoe	?	tosew	?	?	sira	18
Lamboya	?	toburn	?	?	tunu	1
ApmaSuruMwerani	?	fish	?	?	ik	1
Toambaita	?	if	?	?	ma|sa	3
Minangkabau	?	stick/wood	?	?	kayu	1
Banoni	?	eye	?	?	mata	1
PaameseSouth	?	tobuy	?	?	huli	1
WewewaTanaRighudialect	?	leaf	?	?	roo	1
Marau	?	tovomit	?	?	moa	1
Indonesian	?	smoke	?	?	asap	49
Mamanwa	?	root	?	?	gamot	3
Nelemwa	?	toplant	?	?	thaxe	46
Yogya	?	tosuck	?	?	ŋisep	1
TannaSouthwest	?	tostand	?	?	alel	2
Paulohi	?	tosleep	?	?	mu|turu	1
Bunun	?	ash	?	?	haboʔ	1
Suau	?	dog	?	?	kedewa	18
Alune	?	dust	?	?	lopone	5
Riwo	?	eye	?	?	matan	1
Nissan	?	head	?	?	lu	1
Bonfia	?	bird	?	?	ohos	6
Yakan	?	tocook	?	?	bella	34
EastSumbaneseUmbuRatuNggaidialect	?	red	?	?	rara	5
ManoboAtaupriver	?	twenty	?	?	kalawaqan	11
TagalogAnthonydelaPaz	?	hair	?	?	buhok	1
Tikopia	?	man/male	?	?	taane	11
Hiw	?	tosit	?	?	saɣ	72
SaaUlawa	?	dull,blunt	?	?	kɔmu	17
Komering	?	that	?	?	sina	1
Ubir	?	tosay	?	?	e|bikafon	20
Langalanga	?	tobreathe	?	?	maŋo	47
Bajo	?	fat/grease	?	?	menak	1
Nelemwa	?	skin	?	?	cii	1
PalawanBatak	?	toturn	?	?	magbiriŋ	4
Siar	?	tosplit	?	?	pagal	13
LauNorth	?	child	?	?	wela	8
KoiwaiIrianJaya	?	painful,sick	?	?	sigirotan	1
Madak	?	father	?	?	temen	1
Mussau	?	in,inside	?	?	lo	1
Hawaiian	?	and	?	?	a	2
RejangRejang	?	tosqueeze	?	?	miyoaʔ	38
Mokilese	?	four	?	?	pɔŋ	1
Tiang	?	what?	?	?	sa	1
Alune	?	dry	?	?	mala	1
Roviana	?	rain	?	?	ruku	10
Bwaidoga	?	four	?	?	laufuli	70
Bugotu	?	stick/wood	?	?	gai	1
Mansaka	?	woods/forest	?	?	kagurangan	2
Yami	?	above	?	?	tiŋatoʔ	16
MaringeLeleghia	?	rope	?	?	phukri	17
MaringeLeleghia	?	rope	?	?	nahrɔ	2
Komering	?	four	?	?	paʔ	1
Gedaged	?	cold	?	?	malas	51
Gedaged	?	cold	?	?	madid	1
Soa	?	tolaugh	?	?	tawa	1
HituAmbon	?	fish	?	?	ian	1
Merei	?	toeat	?	?	anian	1
Butuanon	?	you	?	?	kamo	1
Bima	?	tofly	?	?	ngemo	3
Pukapuka	?	sand	?	?	one	1
Pukapuka	?	sand	?	?	kelekele	30
VaeakauTaumako	?	bone	?	?	ivi	2
Madurese	?	toopen,uncover	?	?	bukkaʔ	1
Mori	?	tochew	?	?	momamaki	1
TahitianModern	?	hand	?	?	rima	1
KayanUmaJuman	?	stone	?	?	batuʔ	1
Saa	?	sky	?	?	ileŋi	1
Saa	?	sky	?	?	salo	13
Saa	?	sky	?	?	loa	37
MbughotuDhadhaje	?	father	?	?	tamana	1
ProtoChuukic	?	tothrow	?	?	kaceti	14
Tunjung	?	water	?	?	anum	1
Lahanan	?	meat/flesh	?	?	sey	1
KallahanKayapaProper	?	star	?	?	talaw	25
Binukid	?	onehundred	?	?	gatus	4
Mekeo	?	tohold	?	?	afia	23
Tunjung	?	tolaugh	?	?	tagaʔ	1
Talur	?	black	?	?	metan	1
Pangasinan	?	eye	?	?	mata	1
Imroing	?	old	?	?	porkortʃenu	4
Iraralay	?	toopen,uncover	?	?	iwangan	20
DayakNgaju	?	tochew	?	?	njipak	24
Nese	?	thin	?	?	marraj	13
Kerinci	?	todream	?	?	bamimpoy	1
Serua	?	cold	?	?	mɔrina	1
RejangRejang	?	bone	?	?	təlan	1
PalawanBatak	?	child	?	?	qanak	1
DayakNgaju	?	warm	?	?	lasulasut	22
Iaai	?	i	?	?	ina	1
Taokas	?	tofear	?	?	mikit	42
LwepeSantaCruz	?	louse	?	?	tœkutu	13
Iranun	?	long	?	?	mataas	28
Sengga	?	rope	?	?	suni	45
RotiTermanuDialect	?	right	?	?	kona	1
Mamboru	?	woman/female	?	?	kawini	1
Ghanongga	?	todie,bedead	?	?	uke	23
AreareWaiahaaVillage	?	grass	?	?	harisi	1
Mamboru	?	yellow	?	?	wingira	4
TelaMasbuar	?	water	?	?	vejei	2
BajoKaleroang	?	one	?	?	ssǝʔ	1
DayakNgaju	?	four	?	?	epat	1
NorthBabar	?	fish	?	?	inai	47
SWPalawano	?	todig	?	?	kali	1
MalayBahasaIndonesia	?	i	?	?	saya	11
MbaniataLokuru	?	wing	?	?	ŋgɔfɔna	45
TannaSouthwest	?	towork	?	?	asim	1
TannaSouthwest	?	towork	?	?	asim	13
KalingaGuinaangLubuaganDialect	?	mouth	?	?	tupoq	34
Kis	?	eye	?	?	məta	1
Molima	?	day	?	?	ʔasubena	5
LamaholotIleMandiriFloresTimur	?	eye	?	?	matan	1
LamogaiMulakaino	?	tofall	?	?	noplok	21
Serua	?	fire	?	?	ai	1
Sediq	?	bird	?	?	bahani	3
Sengga	?	woman/female	?	?	ŋgole	42
Dobuan	?	road/path	?	?	eda	12
Pangasinan	?	skin	?	?	balat	42
MagoriSouthEastPapua	?	wife	?	?	vaine	5
MurnatenAlune	?	tosay	?	?	beteke	9
EastSumbaneseUmbuRatuNggaidialect	?	night	?	?	madung	7
Mori	?	that	?	?	tuu	16
Singhi	?	meat/flesh	?	?	asin	31
ProtoCentralEasternMalayoPolynesian	?	toclimb	?	?	sakay	2
ProtoCentralEasternMalayoPolynesian	?	toclimb	?	?	panaik	1
Luqa	?	toyawn	?	?	mamava	1
Bali	?	tocome	?	?	təkə	17
Savu	?	thou	?	?	ao	1
Lenakel	?	toopen,uncover	?	?	atita	38
Dobuan	?	todrink	?	?	numa	34
SyeErromangan	?	tocut,hack	?	?	etai	1
ManoboKalamansigCotabatoParilDialect	?	wing	?	?	pakpak	33
MunaKatobuTongkunoDialect	?	short	?	?	nopanda	1
MunaKatobuTongkunoDialect	?	short	?	?	nongkubu	25
Banggi	?	tosplit	?	?	melak	1
ChuukeseAKATrukese	?	bird	?	?	nikaap	9
Chuukese	?	mouth	?	?	aaw	36
DayakNgaju	?	eight	?	?	hanya	6
Sika	?	flower	?	?	buŋa	1
Kwamera	?	stick/wood	?	?	nei	1
Sangir	?	father	?	?	amaŋ	1
Lenakel	?	nose	?	?	nəpwaŋhaŋ	1
Madurese	?	correct,true	?	?	bendher	1
Nila	?	hand	?	?	lima	1
Tanga	?	louse	?	?	n|ut	1
IfugaoBayninan	?	fat/grease	?	?	taba	23
DayakBakatiqSaraRiok	?	yellow	?	?	kuning	1
MalayBahasaIndonesia	?	what?	?	?	apa	1
Blablanga	?	right	?	?	hneta	11
Marshallese	?	nose	?	?	bwawat	1
Marshallese	?	nose	?	?	bwawat	12
Namakir	?	he/she	?	?	ke|nini	1
KilokakaYsabel	?	water	?	?	khumaʔi	26
Yami	?	sea	?	?	awa	26
Yami	?	sea	?	?	attaw	27
Mamboru	?	tolaugh	?	?	riki	6
Mangareva	?	thunder	?	?	atutiri	14
Mbaengguu	?	dull,blunt	?	?	fɔ	35
Vano	?	rotten	?	?	maulu	1
Maranao	?	short	?	?	mababaq	54
IlongotKakidugen	?	tohide	?	?	qɨmut	20
Kilivila	?	child	?	?	gwadi	39
HituAmbon	?	tolive,bealive	?	?	mahai	3
GauraNggaura	?	other	?	?	heka	4
ChuukeseAKATrukese	?	tothrow	?	?	achee	14
IlongotKakidugen	?	painful,sick	?	?	takit	1
Kanakanabu	?	tolaugh	?	?	pacacaən	1
Mapun	?	belly	?	?	battong	29
Singhi	?	big	?	?	ayux	1
DumagatCasiguran	?	right	?	?	kawanan	1
ProtoAustronesian	?	tokill	?	?	paCay	2
Bilibil	?	child	?	?	nanu/n	5
Bilibil	?	child	?	?	nanu/n	38
ManoboWesternBukidnon	?	tohunt	?	?	qanup	1
Blablanga	?	toeat	?	?	ŋau	15
NgaiborSAru	?	mouth	?	?	papa	1
Nelemwa	?	warm	?	?	hnu	11
SaipanCarolinian	?	child	?	?	layu	5
SaipanCarolinian	?	child	?	?	sari	7
Masiwang	?	man/male	?	?	muana	1
KankanayNorthern	?	topound,beat	?	?	mɨnbayo	1
Buli	?	meat/flesh	?	?	waŋat	24
Iban	?	rope	?	?	tali	1
TannaSouthwest	?	ear	?	?	mwa|telŋ	1
MalayBahasaIndonesia	?	rat	?	?	tikus	22
Chuukese	?	tofall	?	?	pungu	15
KayanUmaJuman	?	leaf	?	?	daʔun	1
Fagani	?	toscratch	?	?	karukaru	44
Kambera	?	tobreathe	?	?	kayeku	3
KayupulauKajupulau	?	three	?	?	toru	1
Kokota	?	toblow	?	?	ifu	1
Raga	?	toswim	?	?	gagaru	5
AklanonBisayan	?	intestines	?	?	tinaʔih	1
MelayuAmbon	?	child	?	?	anak	1
Mansaka	?	tosleep	?	?	turug	1
KeiTanimbarKei	?	leaf	?	?	roan	1
Naman	?	toblow	?	?	sesar	26
Maloh	?	head	?	?	ulu	1
Diodio	?	smoke	?	?	siyo	50
Tikopia	?	tocome	?	?	au	8
KayanUmaJuman	?	left	?	?	hule	22
Ilonggo	?	nose	?	?	ilong	1
GhariTandai	?	tosee	?	?	rei	13
Bugotu	?	sea	?	?	tahi	1
Toambaita	?	louse	?	?	ʔuu	1
Lou	?	red	?	?	ramraman	12
MonoFauro	?	tobreathe	?	?	maoaha	42
AttaPamplona	?	cloud	?	?	kunam	49
Lakalai	?	rope	?	?	mota	13
Naman	?	four	?	?	ives	1
Iaai	?	toswell	?	?	xibi	12
Sengseng	?	tosew	?	?	sihit	15
ProtoCentralEasternMalayoPolynesian	?	and	?	?	ka	1
ProtoCentralEasternMalayoPolynesian	?	and	?	?	ma	2
SangilSaraganiIslands	?	fruit	?	?	βua	1
Megiar	?	wife	?	?	ivo/n	1
Megiar	?	wife	?	?	tulai	39
Wolio	?	todig	?	?	seli	1
LungaLungaMinigir	?	todig	?	?	kakali	1
Lenakel	?	long	?	?	apwomh	14
BanjareseMalay	?	neck	?	?	gulu	39
Luangiua	?	tohit	?	?	paku	7
Luangiua	?	tohit	?	?	kaa	10
Luangiua	?	tohit	?	?	kui	8
Luangiua	?	tohit	?	?	paa	13
Mota	?	night	?	?	qoŋ	1
Mapun	?	thick	?	?	baga	27
Mapun	?	thick	?	?	kapa	1
Kodi	?	lake	?	?	hombo	3
Luang	?	four	?	?	wogatə	1
MunaKatobuTongkunoDialect	?	tokill	?	?	aepongko	27
Tongan	?	toopen,uncover	?	?	fakaava	9
Isamorong	?	tosew	?	?	manayit	2
KallahanKayapaProper	?	eye	?	?	mata	1
NakanaiBilekiDialect	?	meat/flesh	?	?	maili	20
BontokGuinaang	?	moon	?	?	bulan	1
MaloSantaCruz	?	onehundred	?	?	tovisiki	14
UveaEast	?	flower	?	?	fisi	8
BilaanSarangani	?	tospit	?	?	dmulaq	1
Thao	?	salt	?	?	qtilha	1
Mortlockese	?	you	?	?	kami	13
AmbrymSouthEast	?	tosniff,smell	?	?	puŋosɪ	40
SouthEfate	?	sea	?	?	ntas	1
SouthEfate	?	sea	?	?	elau	6
Tawaroga	?	tosuck	?	?	nuɣua	29
Kalagan	?	bone	?	?	pisaq	34
BikolNagaCity	?	lightning	?	?	kilat	1
KwaraaeSolomonIslands	?	tosplit	?	?	kakasi	42
Hanunoo	?	neck	?	?	liʔug	1
Kahua	?	man/male	?	?	mane	1
Puyuma	?	fruit	?	?	vuaq	1
BatakPalawan	?	neck	?	?	liqɨg	1
LwepeSantaCruz	?	moon	?	?	temʌ	22
SaipanCarolinian	?	tobite	?	?	ghey	1
Ali	?	tovomit	?	?	tamot	1
Perai	?	todrink	?	?	minu	1
Neveei	?	tohear	?	?	roŋ	1
Fataluku	?	who?	?	?	umani	29
ProtoAustronesian	?	toblow	?	?	Siup	1
Tahiti	?	tongue	?	?	treero	15
BerawanLongTerawan	?	stone	?	?	bittoh	1
MaloSantaCruz	?	far	?	?	œlœu	15
Kwaio	?	and	?	?	ma	2
Vaghua	?	fog	?	?	kɔɣas	12
Wuna	?	flower	?	?	vuna	1
MelayuAmbon	?	todream	?	?	mimpi	1
Molima	?	toopen,uncover	?	?	gege	18
Sisingga	?	shoulder	?	?	avarae	1
LamaholotIleMandiriFloresTimur	?	tocry	?	?	tani	1
WesternBukidnonManobo	?	dull,blunt	?	?	dumpel	3
Paiwan	?	heavy	?	?	sadjeluŋ	3
Raga	?	onethousand	?	?	tari	16
Lenakel	?	meat/flesh	?	?	nauŋa	16
FutunaAniwa	?	tochew	?	?	mama	1
Gayo	?	tocook	?	?	mujəraŋ	2
TalisePoleo	?	tosay	?	?	kɔrivaya	64
Madurese	?	house	?	?	roma	1
Gaddang	?	tolaugh	?	?	makatawa	1
KayanUmaJuman	?	tochoose	?	?	mili	1
Perai	?	rat	?	?	loso	9
Seimat	?	needle	?	?	sasawit	20
Teop	?	mouth	?	?	rivona	54
AmbaiYapen	?	stick/wood	?	?	ai	1
Anakalang	?	dust	?	?	kubur	72
Ilonggo	?	breast	?	?	suso	1
Yami	?	if	?	?	no	2
Anuta	?	leaf	?	?	rau	1
Merei	?	day	?	?	ran	6
Werinama	?	tostab,pierce	?	?	idevat	4
SamalSiasiDialect	?	rope	?	?	kɨllat	33
KakidugenIlongot	?	four	?	?	qɨpat	1
Teanu	?	correct,true	?	?	susuko	11
LaghuSamasodu	?	tohit	?	?	bɔma	57
ProtoCentralMalayoPolynesian	?	warm	?	?	mapanas	1
Mota	?	louse	?	?	wut	1
FutunaEast	?	tosee	?	?	tio	47
FutunaEast	?	tosee	?	?	kite	1
FutunaEast	?	tosee	?	?	matamata	8
Gayo	?	root	?	?	uyɔt	1
ManoboDibabawon	?	egg	?	?	qɨtɨug	24
Tonsea	?	ten	?	?	mapudu	5
Sasoutheasterndialect	?	tolaugh	?	?	man	51
LwepeSantaCruz	?	grass	?	?	nambœ	29
Yakan	?	tobuy	?	?	belli	1
Gedaged	?	toburn	?	?	tun|i	1
Gedaged	?	toburn	?	?	nani	27
Gaddang	?	wide	?	?	qalaluwang	1
Blablanga	?	tohunt	?	?	hili	12
Tuamotu	?	narrow	?	?	koma/koma	10
Lungga	?	dust	?	?	kavuru	21
ElatKeiBesar	?	where?	?	?	mbe	2
BabatanaAvaso	?	father	?	?	tama	1
MarshalleseEDialect	?	tongue	?	?	lo	18
Lahanan	?	liver	?	?	atay	1
Varisi	?	tofall	?	?	suru	20
Misima	?	tosit	?	?	i|misio	84
Misima	?	tosit	?	?	i|misio	26
KomeringUluDamarpuraVillage	?	toeat	?	?	məŋɑn	1
KomeringUluDamarpuraVillage	?	toeat	?	?	məŋɑn	14
Barok	?	tovomit	?	?	imumuro	1
Baliledo	?	liver	?	?	ategu	1
Mota	?	big	?	?	poa	5
Katingan	?	you	?	?	ikam	7
Inibaloi	?	tohide	?	?	qɨmot	20
Pingilapese	?	tail	?	?	ik	1
Asumboa	?	no,not	?	?	ase	32
Marau	?	two	?	?	rua	1
Tanimbili	?	father	?	?	amiŋgu	1
PuloAnna	?	toopen,uncover	?	?	duuki	11
Gabadi	?	black	?	?	gubaguba	17
Maleu	?	tosniff,smell	?	?	loŋo	29
Maleu	?	tosniff,smell	?	?	kunia	17
SangilSaraganiIslands	?	egg	?	?	taurɨq	29
Kambera	?	narrow	?	?	kahukulu	5
Tsou	?	new	?	?	faev|a	1
Nalik	?	head	?	?	awat	9
MaloSantaCruz	?	thatch/roof	?	?	lo	33
BerawanLongTerawan	?	toswim	?	?	pə|loŋoy	1
Marquesan	?	star	?	?	fettoe	1
Erai	?	warm	?	?	panas	1
Sowa	?	below	?	?	va	39
Sowa	?	below	?	?	zovan	38
Kaidipang	?	tocome	?	?	mai	1
MonoAlu	?	toscratch	?	?	kɔnukɔnu	54
Roviana	?	far	?	?	seu	18
Balangaw	?	intestines	?	?	bagis	70
Nukuoro	?	who?	?	?	go/ai/	1
PuloAnnan	?	tochew	?	?	ŋuutu	11
Numfor	?	man/male	?	?	man	1
MelanauMukah	?	four	?	?	pat	1
Kwaio	?	new	?	?	foolu	1
GauraNggaura	?	who?	?	?	garani	5
Roro	?	toyawn	?	?	mawa	1
BajoPadeiLaut	?	woman/female	?	?	dinda	31
Rurutuan	?	father	?	?	paapaa	5
IvatanBascoDialect	?	rat	?	?	karam	24
As	?	bird	?	?	mani	1
Ghanongga	?	child	?	?	kɔmburu	12
Acehnese	?	blood	?	?	darah	1
Barok	?	they	?	?	idi	20
MarquesanNukuhivadialect	?	small	?	?	kaiuu	37
Komering	?	lake	?	?	danao	1
Likum	?	tosniff,smell	?	?	enuhun	8
Satawalese	?	sky	?	?	laaŋ	1
WesternBukidnonManobo	?	tosniff,smell	?	?	hazek	1
MunaKatobuTongkunoDialect	?	tongue	?	?	lela	4
Aria	?	two	?	?	oruo	1
Maori	?	tolaugh	?	?	kata	7
Kusaie	?	worm_earthworm	?	?	wet	10
Manggarai	?	five	?	?	lima	1
Nguna	?	white	?	?	tare	12
Ponapean	?	rope	?	?	sahl	1
PhanRangChamEasternCham	?	red	?	?	mɨriah	1
TungagTungakLavongai	?	tohear	?	?	loŋoŋ	1
TungagTungakLavongai	?	tohear	?	?	loŋoŋ	36
Lampung	?	two	?	?	wɔ	14
Puluwatese	?	where?	?	?	yiya	3
Singhi	?	salt	?	?	garoe	18
Popalia	?	hand	?	?	lima	1
Ibanag	?	eight	?	?	walu	3
ProtoCentralEasternMalayoPolynesian	?	rain	?	?	quzan	1
Anuta	?	skin	?	?	kiri	1
AmbaiYapen	?	two	?	?	boru	1
Kambera	?	todream	?	?	maŋgadipaŋ	4
Mori	?	smoke	?	?	ahu	2
LauNorth	?	tokill	?	?	sau	18
ManoboSaranganiKayapongaDialect	?	onethousand	?	?	mʌlalan	8
Marquesan	?	tocry	?	?	ue	38
Marquesan	?	tocry	?	?	tani	1
Babatana	?	fog	?	?	kasuku	12
MerinaMalagasy	?	lightning	?	?	helatra	1
Sika	?	new	?	?	weruŋ	1
Giman	?	tokill	?	?	pun	1
Simbo	?	tosteal	?	?	iko	13
Asumboa	?	rotten	?	?	amwambu	52
Banggi	?	new	?	?	baru	1
BigaMisool	?	good	?	?	fi	1
Rurutuan	?	todream	?	?	ʔaʔaʔeimoe	7
Woleai	?	new	?	?	ffeo	1
AmbrymSouthEast	?	rotten	?	?	vo	52
Namakir	?	skin	?	?	kil	1
UveaEast	?	tokill	?	?	tamatei	2
Babatana	?	snake	?	?	ndɔle	16
LaghuSamasodu	?	breast	?	?	suna	1
TaeSToraja	?	fruit	?	?	bua	1
MarshalleseEDialect	?	sky	?	?	laŋ	1
Popalia	?	cloud	?	?	lono	30
SubanunSindangan	?	ash	?	?	gabu	1
ChuukeseAKATrukese	?	toeat	?	?	anni	1
ChuukeseAKATrukese	?	toeat	?	?	mweŋee	8
Ghanongga	?	eye	?	?	matana	1
AmbaiYapen	?	tovomit	?	?	imamuta	1
Mwotlap	?	who?	?	?	yɪ	1
ManoboDibabawon	?	toknow,beknowledgeable	?	?	kilaa	18
Butuanon	?	tosew	?	?	tahi	1
Geser	?	day	?	?	dodan	3
