# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	GLOTTOCODE	COGID
46601	Nyamal		c a ʈ u n t a l j i	nyam1271	1
46602	Nyamal		k a n i ɲ u	nyam1271	1
46603	Nyamal		ɲ u p a	nyam1271	1
46604	Nyunga		c u m b a ʈ	nyun1247	1
46605	Banggarla		w i n c a	bang1339	1
46606	Bayungu		ŋ a t̪ a l	bayu1240	1
46607	Pintupi-Luritja		w a t c i r a	pint1250	1
46608	Pintupi-Luritja		k a t c i n a	pint1250	1
46609	Pintupi-Luritja		t c a m i t i	pint1250	1
46610	Dhalandji		ŋ a t̪ a l	dhal1245	1
46611	Dhargari		ŋ a d̪ a l	dhar1247	1
46612	Umpila		p a q i c u	umpi1239	1
46613	Wagaya		ŋ a l u ŋ u	waga1260	1
46614	Wardandi		g a m b a d	ward1248	1
46615	Warrgamay		d j aː d j i	warr1255	1
46616	Warlmanpa		c a p u ɳ ŋ i n t a	warl1255	1
46617	Warlpiri		w a n k i l i ɲ a n u m i ɳ i m i ɳ i	warl1254	1
46618	Warluwara		ŋ a l u ŋ u	warl1256	1
46619	Warumungu		w a n k i l i	waru1265	1
46620	Warrungo		b a l g a l a	waru1264	1
46621	Wik-Mungkan		w o l a m	wikm1247	1
46622	Wiradhuri		m u n i ŋ a l	wira1262	1
46623	Woiwurrung		b i n i n a ŋ	woiw1237	1
46624	Wulguru		g u r i	wulg1239	1
46625	Yagara		w aː m u g i ɹ i	yaga1262	1
46626	Yagara		w aː m u g i ɹ i g i n	yaga1262	1
46627	Yalarnnga		k a ŋ u	yala1262	1
46628	Yandruwandha		k a m i	yand1253	1
46629	Yarluyandi		k a m i	yarl1238	1
46630	Yidiñ		m a n g a	yidi1250	1
46631	Yindjibarndi		m a r g a n a	yind1247	1
46633	Yulparitja		c a l a p u ʈ u	yulp1238	1
46634	Yuwaalaraay		w a m b a n̪ iː j a	yuwa1242	1
#
1	Adnyamathanha	ABOVE	a r a	adny1235	18
2	Alyawarr	ABOVE	e r ɹ u l	alya1239	36
3	Alyawarr	ABOVE	e r ɹ u l e ŋ	alya1239	36
4	Andegerebinha	ABOVE	a r e c e n	ande1247	18
5	Arabana	ABOVE	a ɹ a t a	arab1267	18
6	Awabakal	ABOVE	w ɔ gː a	awab1243	29
7	Badimaya	ABOVE	g a ɖ a	badi1246	1
8	Yugambeh-Bandjalang	ABOVE	w a j	band1339	42
9	Kabikabi	ABOVE	m u n d u n n i	kabi1260	1
10	Southern Maric	ABOVE	ŋ a n g a ɲ	sout2765	51
11	Biri	ABOVE	ŋ a r a	biri1256	26
12	Birrpayi	ABOVE	b oː ɹ o w a	birr1241	27
13	Bunganditj	ABOVE	k a n _ m a ɳ a	bung1264	20
14	Dhangu	ABOVE	g a r w a ɹ	dhan1270	56
15	Thurawal	ABOVE	m i ɹ i ɹ	thur1254	53
16	Sydney	ABOVE	b u ɹ a w a	sydn1236	27
17	Dayi	ABOVE	g a r w a ɹ	dayi1244	56
18	Dhuwal	ABOVE	g a r w a ɹ	dhuw1249	56
20	Dieri	ABOVE	m i ɹ i	dier1241	17
21	Dyaabugay	ABOVE	w a ŋ g a ɹ	dyaa1242	32
22	Djambarrpuyngu	ABOVE	g a r w a ɹ	djam1256	56
23	Djapu	ABOVE	g a r w a ɹ	djap1238	56
24	Djinang	ABOVE	g u r g i	djin1253	15
25	Duungidjawu	ABOVE	g a ŋ a	duun1241	1
26	Dyirbal	ABOVE	d a l b i	dyir1250	1
27	Gamilaraay	ABOVE	ŋ u r i b a	gami1243	26
28	Gangulu	ABOVE	ŋ a r a	gang1268	26
29	Gureng Gureng	ABOVE	b u ɹ i	gure1255	46
30	Gumatj	ABOVE	g a r w a ɹ	guma1253	56
31	Kumbainggar	ABOVE	w a ɹ u	kumb1268	13
32	Gunditjmara	ABOVE	k u nː æ _ p uː ɹ æ	gund1249	1
33	Northern Inland Yui	ABOVE	j u ɹ u ŋ	nort2760	52
34	Kunggari	ABOVE	m i r a m u n d u	kung1258	17
35	Gupapuyngu	ABOVE	g a r w a ɹ	gupa1247	56
36	Gurindji	ABOVE	k a n k u l a	guri1247	34
37	Guugu Yimidhirr	ABOVE	w a ŋ g aː ɹ	gugu1255	1
38	Guyani	ABOVE	k a ɹ a	guya1249	18
39	Sydney	ABOVE	b u ɹ a w ɔ	sydn1236	1
40	Jaru	ABOVE	g a ŋ a n i	jaru1254	34
41	Jaru	ABOVE	g a ŋ a n i m a ɹ a ŋ o	jaru1254	34
43	Djiwarli	ABOVE	j i r a ɹ a	djiw1241	31
44	Kalkutung	ABOVE	p i r i n̪ a	kalk1246	30
45	Gamilaraay	ABOVE	ŋ g u r i b a	gami1243	26
46	Karadjeri	ABOVE	k a n t i ŋ k a	kara1476	45
49	Kartujarra	ABOVE	k a t u w a n a c a n u	kart1247	55
50	Gathang	ABOVE	k j i n g oː	gath1234	50
51	Kaurna	ABOVE	k a r a	kaur1267	18
52	Gugadj	ABOVE	k i r	guga1239	1
53	Kukatja	ABOVE	g a ŋ a ɹ a	kuka1246	34
54	Kuku-Yalanji	ABOVE	w a ŋ k a ɹ w a ŋ k a ɹ	kuku1273	32
55	Kurrama	ABOVE	k a n k a ɳ i	kurr1243	34
56	Gurdjar	ABOVE	ŋ k aː ɖ	gurd1238	32
57	Gurdjar	ABOVE	ŋ k a ɖ i j a ŋ	gurd1238	32
58	Leningitij	ABOVE	m b i ɹ	leni1238	48
59	Kala Lagaw Ya	ABOVE	g i m a l	kala1377	57
60	Malngin	ABOVE	k a n k u l a	maln1239	34
64	Martu Wangka	ABOVE	k a n k a	mart1256	34
66	Minjungbal	ABOVE	w a j i m a j a	minj1242	42
68	Mudburra	ABOVE	d i m b u	mudb1240	23
70	Muruwari	ABOVE	k a r a n t a	muru1266	49
72	Ngaanyatjarra	ABOVE	k a n k a ɹ a r a	ngaa1240	34
73	Ngadjunmaya	ABOVE	m aː d u	ngad1258	54
74	Ngadjuri	ABOVE	a ɹ u ˀw a t u ŋ	ngad1257	18
75	Ngamini	ABOVE	k u ɹ u m u	ngam1284	24
76	Ngarigu	ABOVE	ɲ a l a ŋ	ngar1297	44
77	Ngarinman	ABOVE	d a l w i r	ngar1235	1
78	Ngarla	ABOVE	k a n k a ɹ a	ngar1296	34
79	Ngarluma	ABOVE	g a n k a n m a n i	ngar1287	34
80	Narrinyeri	ABOVE	t̪ a l w u l d a	narr1259	25
81	Ngiyambaa	ABOVE	ŋ u n a o w a	ngiy1239	16
82	Ngunawal	ABOVE	j u ɹ u ŋ	ngun1277	52
83	Nhanda	ABOVE	i r a ŋ k a q	nhan1238	1
84	Mangala	ABOVE	k a n k a ɳ i ŋ u	mang1383	34
85	Northern Coastal Nyangumarta	ABOVE	k a n k a	nort2754	34
86	Nyamal	ABOVE	k a n k a ɭ a	nyam1271	34
87	Nyangumarta	ABOVE	k a n k a	nyan1301	34
88	Nyunga	ABOVE	j e a ɹ e ɹ	nyun1247	1
89	Pakanha	ABOVE	k a t n i ŋ k a	paka1251	1
90	Pakanha	ABOVE	k a n i ŋ k a _ a b o v e	paka1251	1
91	Panytyima	ABOVE	k a n k a l a	pany1241	34
92	Banggarla	ABOVE	k a kː a nː a ɹ a	bang1339	34
93	Bayungu	ABOVE	k a n k a ɹ a	bayu1240	34
94	Pintupi-Luritja	ABOVE	k a t u	pint1250	55
95	Pintupi-Luritja	ABOVE	k a n k a r a	pint1250	55
96	Pitjantjatjara	ABOVE	k a t u	pitj1243	55
97	Pitta Pitta	ABOVE	j a k i ɭ i _ ŋ a l p a	pitt1247	40
98	Rirratjingu	ABOVE	g a r a m a t	rirr1238	21
99	Ritarungo	ABOVE	g a r w a ɹ	rita1239	56
100	Dhalandji	ABOVE	k a n k a ɹ a	dhal1245	34
101	Dhargari	ABOVE	j i r a ɹ a	dhar1247	31
102	Umpila	ABOVE	k a n i m u n u	umpi1239	20
103	Wajarri	ABOVE	m a ɭ b a	waja1257	43
104	Wagaya	ABOVE	j u p a n t u	waga1260	33
105	Wagaya	ABOVE	k i n k a ɭ	waga1260	33
106	Wagaya	ABOVE	c e m a n t u ɹ u	waga1260	33
110	Wangganguru	ABOVE	c e ɹ a b a	wang1290	31
111	Pintiini	ABOVE	k a t u	pint1251	55
112	Ngura	ABOVE	p i ʈ a b a d a	ngur1261	38
113	Wardandi	ABOVE	c i ɹ a	ward1248	1
114	Warlmanpa	ABOVE	k a n k a ɭ a r a	warl1255	34
115	Warlpiri	ABOVE	k a n k a ɭ a ɳ i	warl1254	34
116	Warluwara	ABOVE	k a ɳ k a ɭ i j a r i	warl1256	1
117	Wanman	ABOVE	k a n k a ɳ i	wanm1242	34
118	Wariyangga	ABOVE	j i r a ɹ a	wari1262	1
119	Warumungu	ABOVE	a ʈ t i n c i	waru1265	19
120	Warrungo	ABOVE	g i c a	waru1264	41
121	Wathawurrung	ABOVE	k o b a ŋ i	wath1238	47
122	Wathawurrung	ABOVE	k o m b a b a	wath1238	47
123	Wajuk	ABOVE	j i ɹ a g a n	waju1234	31
124	Wik-Mungkan	ABOVE	w o ɲ a m	wikm1247	1
125	Wiradhuri	ABOVE	b i r a b a ŋ	wira1262	30
126	Wirangu-Nauo	ABOVE	g a ɖ i d j a	wira1260	22
127	Woiwurrung	ABOVE	g a b a r e ŋ	woiw1237	37
128	Wulguru	ABOVE	b i n d a l	wulg1239	22
129	Yagara	ABOVE	w a ŋ a n	yaga1262	1
130	Yalarnnga	ABOVE	k a n k a d̪ i	yala1262	34
131	Yan-nhangu	ABOVE	g a ɳ g i j a	yann1237	1
132	Yandruwandha	ABOVE	t̪ a l k a	yand1253	28
133	Yandruwandha	ABOVE	k a n r a	yand1253	28
134	Yanyuwa	ABOVE	a n k a ŋ u	yany1243	35
135	Yarluyandi	ABOVE	k u ɹ u m u	yarl1238	24
136	Yawarawarga	ABOVE	d a t c a	yawa1258	39
137	Yidiñ	ABOVE	d i b a n	yidi1250	1
138	Yindjibarndi	ABOVE	k a n k a ɭ a	yind1247	34
139	Yorta Yorta	ABOVE	p u k u t	yort1237	14
141	Yulparitja	ABOVE	k a n k a ɳ i ŋ u ɹ u	yulp1238	34
142	Yuwaalaraay	ABOVE	ŋ a r i b aː g i l i	yuwa1242	26
#
143	Adnyamathanha	AGAIN	j a j i d l a	adny1235	78
144	Alyawarr	AGAIN	a w e t̪	alya1239	1
145	Arabana	AGAIN	j a t a	arab1267	116
146	Awabakal	AGAIN	g a d i j a	awab1243	83
147	Badimaya	AGAIN	b i n d̪ i	badi1246	105
148	Yugambeh-Bandjalang	AGAIN	b u	band1339	113
149	Bilinara	AGAIN	ɳ i ŋ a n	bili1250	76
150	Biri	AGAIN	d a g u	biri1256	80
151	Birrpayi	AGAIN	g o ɹ e _ g o ɹ e	birr1241	98
152	Bunganditj	AGAIN	w a n u ŋ	bung1264	97
153	Bunganditj	AGAIN	w a n i l a ŋ	bung1264	97
154	Dhangu	AGAIN	b i j a p u l	dhan1270	66
155	Dayi	AGAIN	m u k a j i	dayi1244	75
156	Dhuwal	AGAIN	b u l u	dhuw1249	63
158	Dieri	AGAIN	p o t a	dier1241	79
159	Dyaabugay	AGAIN	b i ɹ i	dyaa1242	61
160	Djambarrpuyngu	AGAIN	b u l u	djam1256	63
161	Djapu	AGAIN	b u l u	djap1238	63
162	Djinang	AGAIN	m a d c i r i	djin1253	71
163	Gamilaraay	AGAIN	j a l uː	gami1243	67
164	Gangulu	AGAIN	m u l i	gang1268	110
165	Gureng Gureng	AGAIN	j a m a ɹ	gure1255	100
166	Gumatj	AGAIN	b u l u	guma1253	63
167	Kumbainggar	AGAIN	g a r aː	kumb1268	82
168	Gunya	AGAIN	g a l a	guny1241	108
169	Gupapuyngu	AGAIN	b u l u	gupa1247	63
170	Gurindji	AGAIN	m a j a	guri1247	71
171	Guyani	AGAIN	p u n t u	guya1249	106
172	Jaru	AGAIN	m a j a r a	jaru1254	71
174	Djiwarli	AGAIN	n t̪ u	djiw1241	92
175	Kalkutung	AGAIN	k u ɭ u k u ɭ u	kalk1246	88
176	Gamilaraay	AGAIN	j a l u	gami1243	87
177	Karadjeri	AGAIN	j a l i n c	kara1476	87
179	Kariyarra	AGAIN	ŋ a ɖ i l j i	kari1304	114
180	Kartujarra	AGAIN	j a r a l a	kart1247	84
181	Gathang	AGAIN	j u b i bː u	gath1234	1
182	Kaurna	AGAIN	k u tː e n d i	kaur1267	74
183	Kaurna	AGAIN	k u tː e k u tː e n d i	kaur1267	74
184	Gugadj	AGAIN	ɲ i ɲ c	guga1239	102
185	Gugadj	AGAIN	ɲ i ɲ c	guga1239	102
186	Kukatja	AGAIN	p a l u ɲ a	kuka1246	104
187	Kuku-Yalanji	AGAIN	b a c a	kuku1273	69
189	Gurdjar	AGAIN	oː e t	gurd1238	91
190	Kuuku-Ya'u	AGAIN	k u j i	kuuk1238	96
191	Kala Lagaw Ya	AGAIN	l a k	kala1377	65
193	Margany	AGAIN	g a l a	marg1253	108
194	Martu Wangka	AGAIN	w i t u k a	mart1256	62
195	Mudburra	AGAIN	c a n d a ɳ i	mudb1240	73
197	Muruwari	AGAIN	ŋ a ɭ u	muru1266	89
198	Narungga	AGAIN	g u ɹ i d u	naru1238	98
200	Ngaanyatjarra	AGAIN	p u ɹ u	ngaa1240	60
201	Ngadjunmaya	AGAIN	t c a m b a r a	ngad1258	59
202	Ngamini	AGAIN	k a l a ɹ a	ngam1284	109
203	North-western Warlpiri	AGAIN	m a j a	nort2753	71
204	Ngarla	AGAIN	k u ʈ u ɭ	ngar1296	111
205	Ngarluma	AGAIN	ŋ a ɖ i l j i l b a	ngar1287	114
206	Narrinyeri	AGAIN	u ŋ a ɲ i	narr1259	81
207	Ngiyambaa	AGAIN	aː l i k i r i	ngiy1239	1
208	Ngunawal	AGAIN	b u l u	ngun1277	1
209	Nhanda	AGAIN	j a ŋ g a ɖ a	nhan1238	115
210	Mangala	AGAIN	j a l p a r a	mang1383	85
211	Northern Coastal Nyangumarta	AGAIN	j a r a n a	nort2754	107
212	Nyangumarta	AGAIN	k i n	nyan1301	107
213	Nyunga	AGAIN	k a ɹ ɹ o	nyun1247	82
214	Paakantyi	AGAIN	b u ɭ ɖ a b u ɭ ɖ a	darl1243	112
215	Panytyima	AGAIN	ŋ a ɳ d a m u	pany1241	103
216	Banggarla	AGAIN	p u l t a	bang1339	70
217	Bayungu	AGAIN	p a ɖ i r i	bayu1240	93
218	Pintupi-Luritja	AGAIN	p u ɹ u	pint1250	61
219	Pitjantjatjara	AGAIN	p i ɹ u k u	pitj1243	61
220	Pitta Pitta	AGAIN	l̪ a j i ŋ u r u	pitt1247	90
221	Ritarungo	AGAIN	b u l u	rita1239	63
222	Umpila	AGAIN	k u j i	umpi1239	96
223	Wajarri	AGAIN	m a l a	waja1257	1
228	Wangganguru	AGAIN	k a l c a	wang1290	108
229	Pintiini	AGAIN	k a l k i	pint1251	58
230	Ngura	AGAIN	j a n d ɹ u	ngur1261	99
231	Wardandi	AGAIN	n u d a g _ g u ɹ a n	ward1248	1
232	Warlmanpa	AGAIN	j a ʈ a	warl1255	116
233	Warlpiri	AGAIN	m a j a	warl1254	71
234	Warluwara	AGAIN	k a r a	warl1256	82
235	Wanman	AGAIN	j a l a c a c a	wanm1242	101
236	Wariyangga	AGAIN	p a r u	wari1262	72
237	Warumungu	AGAIN	a l a m p a ɭ	waru1265	64
238	Warumungu	AGAIN	a l a m p a m p a ɭ	waru1265	64
239	Warumungu	AGAIN	m a m p a ɭ	waru1265	64
240	Warrungo	AGAIN	g a n a n	waru1264	95
241	Wajuk	AGAIN	k a r u	waju1234	82
242	Western Arrarnta	AGAIN	w e t̪ e _ a l kʷ e ɹ e	west2441	62
243	Wik-Mungkan	AGAIN	p u t̪ a m	wikm1247	79
244	Wiradhuri	AGAIN	a l i ŋ a	wira1262	87
245	Wirangu-Nauo	AGAIN	j a k u l u	wira1260	77
246	Woiwurrung	AGAIN	d u l u	woiw1237	94
247	Yalarnnga	AGAIN	k a m u	yala1262	86
248	Yan-nhangu	AGAIN	ɹ a t̪ a b i	yann1237	68
249	Yandruwandha	AGAIN	p u t̪ a k u ɳ u	yand1253	79
250	Yanyuwa	AGAIN	j u r u l u	yany1243	84
251	Yarluyandi	AGAIN	j a d a	yarl1238	116
252	Yawarawarga	AGAIN	k a n p a	yawa1258	95
253	Yindjibarndi	AGAIN	ŋ a ɖ i m u	yind1247	114
255	Yulparitja	AGAIN	w i t u k a	yulp1238	62
256	Yuwaalaraay	AGAIN	j a l uː	yuwa1242	87
#
257	Adnyamathanha	ALL	w a p u	adny1235	133
258	Alyawarr	ALL	e ŋ k e r	alya1239	150
259	Arabana	ALL	p ɹ a t c a n t a	arab1267	128
260	Awabakal	ALL	j a n d i n	awab1243	145
261	Yugambeh-Bandjalang	ALL	g u m b i h	band1339	1
262	Kabikabi	ALL	s b i ɹ a l u	kabi1260	132
263	Southern Maric	ALL	m u m b a	sout2765	157
264	Bilinara	ALL	b u r b b a ɳ i	bili1250	129
265	Biri	ALL	w a ŋ g a ɹ a ɲ	biri1256	141
266	Birrpayi	ALL	g o r j	birr1241	133
267	Dhangu	ALL	w a r p a m ʔ	dhan1270	121
268	Dhuwal	ALL	w a r p a m ʔ	dhuw1249	121
270	Dieri	ALL	p a r c a ɳ a	dier1241	128
271	Dyaabugay	ALL	ɲ i ŋ a j c a d a	dyaa1242	149
272	Djambarrpuyngu	ALL	b u k m a k	djam1256	125
273	Djapu	ALL	w a r p a m ʔ	djap1238	121
274	Djinang	ALL	ŋ a j a m a	djin1253	124
276	Dyirbal	ALL	d j a n a	dyir1250	163
277	Gamilaraay	ALL	g a n u	gami1243	131
278	Gureng Gureng	ALL	n u lː i ŋ oː	gure1255	136
279	Gumatj	ALL	b u k m a k	guma1253	125
280	Kumbainggar	ALL	b iː n	kumb1268	118
281	Gunditjmara	ALL	k i a ŋ c eː t c	gund1249	1
282	Northern Inland Yui	ALL	d a r ʔ g a ŋ	nort2760	144
283	Gunya	ALL	g u r u g u r u	guny1241	133
284	Gupapuyngu	ALL	w a r p a m ʔ	gupa1247	121
285	Gurindji	ALL	p u r pː a ɳ i	guri1247	129
286	Guugu Yimidhirr	ALL	w a ɹ k a n o b u ŋ o	gugu1255	1
287	Guyani	ALL	k u ɹ u	guya1249	133
288	Jaru	ALL	w a ɲ c u w u r a c a r a	jaru1254	137
289	Djiwarli	ALL	ɖ a n	djiw1241	153
290	Gamilaraay	ALL	g u n o	gami1243	131
291	Karadjeri	ALL	w a k a c	kara1476	165
293	Kariyarra	ALL	c u l u	kari1304	168
294	Kartujarra	ALL	j a ɳ ŋ a l a	kart1247	1
295	Kaurna	ALL	p a ʈ a nː a	kaur1267	128
296	Kukatja	ALL	l a l t u	kuka1246	120
297	Kuku-Yalanji	ALL	w u b u l	kuku1273	155
299	Kurrama	ALL	c u l u k u ʈ a	kurr1243	168
300	Gurdjar	ALL	w o k	gurd1238	162
301	Gurdjar	ALL	β aː r	gurd1238	162
302	Kuuku-Ya'u	ALL	m u k a m u k a n	kuuk1238	122
303	Kala Lagaw Ya	ALL	m u ɹ a	kala1377	123
306	Margany	ALL	b i r i ɲ	marg1253	151
307	Martu Wangka	ALL	j a ɳ ŋ a	mart1256	146
308	Mbabaram	ALL	a r w a	mbab1239	117
309	Minjungbal	ALL	g a ɹ a l b u	minj1242	158
311	Mudburra	ALL	k u w a ɲ c a	mudb1240	134
313	Muruwari	ALL	k u r u k u r u	muru1266	133
314	Narungga	ALL	b a dː a n a	naru1238	128
315	Ngaanyatjarra	ALL	p i ɳ i ɲ a ʈ u	ngaa1240	118
316	Lower Riverland	ALL	m _ u pː o	lowe1402	157
317	Ngamini	ALL	p a r c a n a	ngam1284	128
318	North-western Warlpiri	ALL	l u r i c	nort2753	142
319	Ngarluma	ALL	c u ɭ u	ngar1287	168
320	Narrinyeri	ALL	t u l d a	narr1259	140
321	Ngiyambaa	ALL	p u ŋ k u p u	ngiy1239	166
322	Nhanda	ALL	w a w u l j a	nhan1238	164
323	Northern Coastal Nyangumarta	ALL	w i r	nort2754	167
324	Nyamal	ALL	w iː r	nyam1271	1
325	Nyangumarta	ALL	w i r	nyan1301	167
326	Nyunga	ALL	b u n d u ŋ	nyun1247	1
327	Paakantyi	ALL	g u d a g u d a	darl1243	126
328	Panytyima	ALL	c u ɭ u	pany1241	168
329	Banggarla	ALL	p a d l u j u n u	bang1339	135
330	Bayungu	ALL	w u r a j i m p a	bayu1240	1
331	Pintupi-Luritja	ALL	j a p u w a r a	pint1250	138
332	Pitjantjatjara	ALL	u w a n k a ɹ a	pitj1243	119
333	Pitjantjatjara	ALL	w i n k i	pitj1243	119
334	Rirratjingu	ALL	b u k m a k	rirr1238	125
335	Ritarungo	ALL	w a r p a m ʔ	rita1239	121
336	Umpila	ALL	k u l i m a k u	umpi1239	159
337	Wajarri	ALL	j a l j b a	waja1257	1
338	Wagaya	ALL	m u k e ɭ	waga1260	148
342	Wangganguru	ALL	p a ɹ a t c a n t a	wang1290	128
343	Pintiini	ALL	ɲ u p u r u	pint1251	127
344	Wanggamala	ALL	m u k u	wang1289	122
345	Ngura	ALL	m a r u	ngur1261	130
347	Wardandi	ALL	c e n a	ward1248	1
348	Warlmanpa	ALL	m u k u	warl1255	122
349	Warlpiri	ALL	m u k u	warl1254	122
350	Warumungu	ALL	m u kː u	waru1265	122
351	Wajuk	ALL	p a n t a ŋ	waju1234	143
352	Western Arrarnta	ALL	i ŋ k e r e k e	west2441	150
353	Wik-Mungkan	ALL	m a ˀm a ŋ k a m	wikm1247	156
354	Wiradhuri	ALL	b i j a ŋ g a l a ŋ	wira1262	147
355	Wirangu-Nauo	ALL	j a b u	wira1260	138
356	Yagara	ALL	ŋ a m b i lː a	yaga1262	161
357	Yan-nhangu	ALL	b u k m a k	yann1237	125
358	Yandruwandha	ALL	m a l k a	yand1253	139
359	Yandruwandha	ALL	p a n i	yand1253	139
360	Yandruwandha	ALL	p a n i n a	yand1253	139
361	Yanyuwa	ALL	m u ɹ a	yany1243	123
362	Yarluyandi	ALL	t̪ a n a ɖ i	yarl1238	154
363	Yawarawarga	ALL	p a n i n a	yawa1258	152
364	Yindjibarndi	ALL	c u l u	yind1247	168
365	Yorta Yorta	ALL	w u t a	yort1237	160
367	Yulparitja	ALL	l a l t u	yulp1238	120
368	Yuwaalaraay	ALL	g a n u	yuwa1242	131
369	Yuwaalaraay	ALL	g a n u ŋ a w u	yuwa1242	131
370	Yuwaalaraay	ALL	g u r u g u r u	yuwa1242	131
371	Yuwaalaraay	ALL	aː b a l i	yuwa1242	131
#
47642	Adnyamathanha	ALONE	u d̪ l̪ a	adny1235	1
47643	Arabana	ALONE	ŋ u c i ɭ i	arab1267	178
47644	Badimaya	ALONE	g a n	badi1246	169
47645	Yugambeh-Bandjalang	ALONE	j a b u ɹ g i ɲ	band1339	1
47646	Kabikabi	ALONE	g a ɹ u b a	kabi1260	1
47647	Southern Maric	ALONE	g u ɖ u ɲ g u ɖ u ɲ	sout2765	174
47648	Dhangu	ALONE	g aː n a	dhan1270	169
47649	Dhuwal	ALONE	g æ n a	dhuw1249	169
47650	Dieri	ALONE	k a m a n t a l u	dier1241	1
47651	Dyaabugay	ALONE	ɲ i w u l	dyaa1242	1
47652	Djambarrpuyngu	ALONE	g æ n a	djam1256	169
47653	Djapu	ALONE	g æ n a	djap1238	1
47654	Djinang	ALONE	ŋ i ɖ a w a	djin1253	1
47655	Duungidjawu	ALONE	j uː g a ɹ	duun1241	170
47656	Gamilaraay	ALONE	ŋ a n d i l	gami1243	175
47657	Kunggari	ALONE	d a n u	kung1258	1
47658	Gunya	ALONE	g u ɖ u ɲ	guny1241	174
47659	Gupapuyngu	ALONE	g u ŋ n̪ a r a	gupa1247	1
47660	Guugu Yimidhirr	ALONE	m u ɹ g a	gugu1255	1
47661	Guyani	ALONE	k u m a n a n a l u	guya1249	172
47662	Jaru	ALONE	j a ŋ i _ w u l u	jaru1254	1
47663	Gamilaraay	ALONE	ŋ a n d i l	gami1243	175
47664	Karadjeri	ALONE	b a g a l i	kara1476	1
47665	Kartujarra	ALONE	k u c u	kart1247	1
47666	Kaurna	ALONE	k u m a n d i	kaur1267	172
47667	Gugadj	ALONE	k uː ɹ i n t̪	guga1239	1
47668	Kukatja	ALONE	k u t c a r a p a ɳ i	kuka1246	1
47669	Kurrama	ALONE	j a m a ʈ i	kurr1243	1
47670	Gurdjar	ALONE	n u aː c	gurd1238	1
47671	Gurdjar	ALONE	n t̪ i ɹ k	gurd1238	1
47672	Kala Lagaw Ya	ALONE	m a t a	kala1377	1
47673	Margany	ALONE	g u ɹ u ɲ	marg1253	174
47674	Martu Wangka	ALONE	m i ɲ c i l a r i ŋ u	mart1256	1
47676	Minjungbal	ALONE	b ɔ w i	minj1242	1
47677	Mudburra	ALONE	c i ɖ i ɖ	mudb1240	1
47678	Muruwari	ALONE	k a m a l a	muru1266	1
47679	Narungga	ALONE	ŋ a ɹ i g u	naru1238	1
47680	Ngadjunmaya	ALONE	ɛ _ t a l a p	ngad1258	1
47681	Ngadjunmaya	ALONE	t æ l a p	ngad1258	1
47682	Ngamini	ALONE	ŋ u n a ɹ a l i	ngam1284	1
47683	North-western Warlpiri	ALONE	ɲ a ŋ u ŋ u k a ɹ i ɲ	nort2753	1
47684	Ngarinman	ALONE	c i n d a g u	ngar1235	179
47685	Ngarluma	ALONE	g u c u	ngar1287	173
47686	Narrinyeri	ALONE	t̪ ɹ a n d e ɹ e l	narr1259	1
47687	Northern Coastal Nyangumarta	ALONE	j a m p a r a	nort2754	1
47688	Nyamal	ALONE	m u ŋ u	nyam1271	1
47689	Nyangumarta	ALONE	k u c u ɭ	nyan1301	173
47690	Nyunga	ALONE	c u ŋ i	nyun1247	1
47691	Paakantyi	ALONE	j u ŋ g aː g u	darl1243	1
47692	Panytyima	ALONE	k u k a l a ɹ a	pany1241	1
47693	Banggarla	ALONE	w o n d a t a	bang1339	1
47694	Pintupi-Luritja	ALONE	k u t c u w i j a _ k u t c u	pint1250	173
47695	Pintupi-Luritja	ALONE	k u t c u w i j a t c u	pint1250	173
47696	Pintupi-Luritja	ALONE	k u t c u n k u t a	pint1250	173
47697	Pintupi-Luritja	ALONE	k u t c u m a t a	pint1250	173
47698	Ritarungo	ALONE	m a l g a ʔ	rita1239	1
47699	Umpila	ALONE	n̪ i q i l a m a	umpi1239	1
47700	Wagaya	ALONE	w i e n i k e r a	waga1260	1
47701	Wangganguru	ALONE	ŋ u c i l i	wang1290	178
47702	Pintiini	ALONE	k u t c u k u ʈ a	pint1251	173
47703	Ngura	ALONE	m u t u d̪ a	ngur1261	1
47704	Wardandi	ALONE	g a n c i l	ward1248	1
47705	Warrgamay	ALONE	m u ɲ a ɹ a	warr1255	1
47706	Warlmanpa	ALONE	j a ŋ a ɭ u	warl1255	1
47707	Warlpiri	ALONE	w a ɳ u w a ɳ u ŋ u n a m i	warl1254	1
47708	Warluwara	ALONE	j i nː g a n d a l u	warl1256	1
47709	Warumungu	ALONE	k i n a	waru1265	1
47710	Wajuk	ALONE	t o m p a ʈ	waju1234	1
47711	Wik-Mungkan	ALONE	t̪ o n a m _ t̪ o n a k a m	wikm1247	1
47712	Wiradhuri	ALONE	m i dː a ŋ	wira1262	177
47713	Wulguru	ALONE	j a ŋ g a j	wulg1239	171
47714	Yalarnnga	ALONE	ŋ u ɹ u	yala1262	1
47715	Yan-nhangu	ALONE	g æ n a ʔ	yann1237	169
47716	Yandruwandha	ALONE	k u l n u ŋ u	yand1253	176
47717	Yawarawarga	ALONE	k u l n u m a i a	yawa1258	176
47718	Yidiñ	ALONE	g u m a n	yidi1250	172
47719	Yindjibarndi	ALONE	g u ɲ c i m u	yind1247	1
