ID	DOCULECT	DOCULECT_ABBREVIATION	DOCULECT_FILE	POPULATION_NAME	GLOTTOCODE	CONCEPT	GLOSSID	VALUE	FORM	COGNACY	COG	DOCULECT_AGE	BORROWING	NOTE	COGID	TOKENS
109	Geba	GEB	kar	Karen	geba1237	ashes	2	phɛʔ.53 shɛ.44	phɛʔ⁵³_shɛ⁴⁴	2687	2687:ashes	20	0		710	pʰ ɛ ʔ ⁵³ ◦ sʰ ɛ ⁴⁴
110	Manu	MNU	kar	Karen	manu1255	ashes	2	ku.11 pha.44	ku¹¹_pha⁴⁴	2687	2687:ashes	20	0	Manumanaw Karen	710	k u ¹¹ ◦ pʰ a ⁴⁴
111	Shixing	SHI	syc		shix1238	ashes	2	pa.33 ji.35	pa³³_ji³⁵	2687	2687:ashes	20	0		710	p a ³³ ◦ j i ³⁵
112	Aka	AKA	aka		akha1245	ashes	2	hukhes=pu	hukhespu	309	309:ashes	20	0		844	h u ◦ kʰ e s ◦ p u
113	Nocte	NOC	knyk		noct1238	ashes	2	tap=la	tapla	885	885:ashes	20	0		1514	t a ◦ p l a
114	Ninglang-Naxi	NIN	bur	Naxi	naxi1245	ashes	2	luə.13	luə¹³	1865	1865:ashes	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	438	l u ə ¹³
115	Khaling	KLN	kir		khal1275	ashes	2	püyü.H	püyüH	1865	1865:ashes	20	0		438	p y y y
116	Langsu-Maru	LAN	bur		maru1249	ashes	2	[mjĭ.35] map.5	_map⁵	2687	2687:ashes	20	0		710	m a p ⁵
117	W. Kayah	KYH	kar	Karen	west2409	ashes	2	kɔ.55 phɛ.11	kɔ⁵⁵_phɛ¹¹	2687	2687:ashes	20	0	Kayah Western	710	k ɔ ⁵⁵ ◦ pʰ ɛ ¹¹
118	Written Tibetan	WRT	tib	Tibetan	tibe1272	ashes	2	go thal	go_thal	1022	1022:ashes	20	0		120	g o _ tʰ a l
119	Batang Tibetan	BAT	tib		kham1282	ashes	2	thei.13 kâ.55	thei¹³_kâ⁵⁵	1022	1022:ashes	20	0		120	tʰ e i ¹³ ◦ k a ⁵⁵
120	Dumi	DUM	kir		dumi1241	ashes	2	pɨʔɨ	pɨʔɨ	1865	1865:ashes	20	0		438	p ɨ ◦ ʔ ɨ
121	Gurung	GUR	gur		guru1261	ashes	2	mebro.1	mebro¹	1865	1865:ashes	20	0		438	m e ◦ b r o ¹
122	Lhasa Tibetan	LHA	tib	Tibetan	tibe1272	ashes	2	kho.13 thɛ.55	kho¹³_thɛ⁵⁵	1022	1022:ashes	20	0		120	kʰ o ¹³ ◦ tʰ ɛ ⁵⁵
123	Garo	GAR	bodo	Garo	garo1247	ashes	2	ta(p)pra	tapra	1865	1865:ashes	20	0		438	t a ◦ p r a
124	Hill-Miri	HIL	tani	Nysha	nyis1236	ashes	2	maya	maya	2688	2688:ashes	20	0		711	m a ◦ j a
125	Limbu	LIM	kir		limb1266	ashes	2	thappu	thappu	885	885:ashes	20	0		1514	tʰ a p ◦ p u
126	Leqi	LEQ	bur		lash1243	ashes	2	mji.33 jap.21	mji³³_jap²¹	2687	2687:ashes	20	0		710	m j i ³³ ◦ j a p ²¹
127	Hakka	HKK	sino	Hakka	hakk1236	ashes	2	foi1	foi¹	2686	2686:ashes	20	0		709	f o i ¹
128	Motuo-M	MOT	mot	Tibetan	dakp1242	ashes	2	thu lu	thu_lu	1022	1022:ashes	20	0	Tawang Monpa, Dakpakha?	120	tʰ u _ l u
129	Tujia	TUJ	tujia	Tujia	nort2732	ashes	2	pu.4 chi.3	pu⁴_chi³	309	309:ashes	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	844	p u ⁴ ◦ tsʰ i ³
130	Beijing	PEK	sino	CHB	mand1415	ashes	2	xūi 灰	xūi	2686	2686:ashes	20	0		709	x uː i
131	Zhaba	ZHA	syc		zhab1238	ashes	2	[mji.21] mop.55	_mop⁵⁵	2687	2687:ashes	20	0	Stage 2	710	m o p ⁵⁵
132	Kaike	KAY	kay		kaik1246	ashes	2	malha	malha	1865	1865:ashes	20	0		438	m a ◦ lʰ a
133	Yintale	YIN	kar	Karen	yint1235	ashes	2	pha.33	pha³³	2687	2687:ashes	20	0	Yintale Karen	710	pʰ a ³³
134	Jinuo	JIN	bur	Jinuo	youl1235	ashes	2	a.33 mə.55	a³³_mə⁵⁵	2686	2686:ashes	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	709	a ³³ ◦ m ə ⁵⁵
135	Serdukpen	SER	sul		sher1257	ashes	2	(ba=)mi	mi	2686	2686:ashes	20	0	Stage 2	709	m i
136	Namuzi	NAM	syc		namu1246	ashes	2	la.35	la³⁵	1865	1865:ashes	20	0		438	l a ³⁵
137	Xiaxe Tibetan	XIA	tib		amdo1237	ashes	2	tha	tha	1022	1022:ashes	20	0		120	tʰ a
138	Lüsu	LUS	syc		lisu1250	ashes	2	źy.35	źy³⁵	699	699:ashes	20	0		1443	zʲ y ³⁵
139	Dimasa	DIM	bodo		dima1251	ashes	2	thapla	thapla	1865	1865:ashes	20	0		438	tʰ a ◦ p l a
140	Yeinbaw	YEI	kar	Karen	yinb1236	ashes	2	pha.11	pha¹¹	2687	2687:ashes	20	0	Yinbaw Karen	710	pʰ a ¹¹
141	N-Qiang	QIA	syc		nort2722	ashes	2	ći ći bu zụ	ći_ći_bu_zụ	2687	2687:ashes	20	0	Stage 2	710	tsʲ i _ tsʲ i _ b u _ z ṵ
142	Lijiang-Naxi	LIJ	bur	Naxi	lich1241	ashes	2	ɣɨ.55	ɣɨ⁵⁵	1865	1865:ashes	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	438	ɣ ɨ ⁵⁵
143	Zeme	ZEM	naga		zeme1240	ashes	2	tinbun	tinbun	25	25:ashes	20	0		681	t i n ◦ b u n
144	Jingpo	JNP	jnp		kach1280	ashes	2	tap.31	tap³¹	885	885:ashes	20	0	Jinghpaw; Stage 2	1514	t a p ³¹
145	Bodo	BOD	bodo		bodo1269	ashes	2	(saj) haŋgar	_haŋgar	2159	2159:ashes	20	0		531	h a ŋ ◦ g a r
146	Fuzhou	FUZ	sino	Han	mind1253	ashes	2	xui55	xui⁵⁵	2686	2686:ashes	20	0		709	x u i ⁵⁵
147	Burmese	WRB	bur	Burmese	nucl1310	ashes	2	pra	pra	1865	1865:ashes	20	0		438	p r a
148	Horpa	DAO	syc		horp1239	ashes	2	flɛ	flɛ	1865	1865:ashes	20	0		438	f l ɛ
149	Ao-Chungli	AOC	naga	Naga (Ao_Naga)	chon1286	ashes	2	ap	ap	309	309:ashes	20	0	Naga Ao	844	a p
150	Padam	PAD	tani		pada1257	ashes	2	med-bu	med-bu	309	309:ashes	19	0		844	m e d + b u
151	Bola	BOL	bur		pela1242	ashes	2	mi.31 map.31	mi³¹_map³¹	2687	2687:ashes	20	0		710	m i ³¹ ◦ m a p ³¹
152	Guiqiong	GUI	syc		guiq1238	ashes	2	c̣hɨ.53	c̣hɨ⁵³	2687	2687:ashes	20	0		710	tʂʰ ɨ ⁵³
153	Quueyu	QUE	syc		quey1238	ashes	2	thə.55 pka.55 p	thə⁵⁵_pka⁵⁵_p	2687	2687:ashes	20	0		710	tʰ ə ⁵⁵ ◦ p ◦ k a ⁵⁵ ◦ p
154	Apatari	APA	tani		apat1240	ashes	2	mu=yu	muyu	2688	2688:ashes	20	0		711	m u y u
155	Jirel	JIR	tib		jire1238	ashes	2	tha. L1=la. T1	tha_L¹la_T¹	1865	1865:ashes	20	0		438	tʰ a _ ¹ ◦ l a _ ¹
156	Lushai	LSH	chin		lush1249	ashes	2	vut	vut	2122	2122:ashes	20	0		517	v u t
157	Kulung	KUL	kir		kulu1253	ashes	2	chubui	chubui	309	309:ashes	20	0		844	tsʰ u ◦ b u i
158	Phom	PHO	knyk		phom1236	ashes	2	tep=la	tepla	1865	1865:ashes	20	0		438	t e ◦ p l a
159	Wancho	WAN	knyk		wanc1238	ashes	2	labu	labu	1865	1865:ashes	20	0		438	l a ◦ b u
160	Hmar	HMA	chin		hmar1241	ashes	2	mei wa:m	mei_waːm	2687	2687:ashes	20	0		710	m e i _ w aː m
161	Nocte	NOC	knyk		noct1238	ashes	2	tap=la	tapla	1865	1865:ashes	20	0		438	t a ◦ p l a
162	Khaling	KLN	kir		khal1275	ashes	2	püyü.H	püyüH	309	309:ashes	20	0		844	p y y y
163	Dumi	DUM	kir		dumi1241	ashes	2	pɨʔɨ	pɨʔɨ	309	309:ashes	20	0		844	p ɨ ◦ ʔ ɨ
164	Limbu	LIM	kir		limb1266	ashes	2	thappu	thappu	309	309:ashes	20	0		844	tʰ a p ◦ p u
165	Dhimal	DHI	dhim		dhim1246	bark	3	dhale	dhale	4340	4340:bark	20	0		1111	d h a ◦ l e
166	Jirel	JIR	tib		jire1238	bark	3	kok. L1=ten. T1	kok_L¹ten_T¹	2069	2069:bark	20	0		502	k o k _ ¹ ◦ t e n _ ¹
167	Old Chinese	OCH	sino	Han	oldc1244	bark	3	bhaj 皮	bhaj	262	262:bark	-10	0		689	b h a j
168	Lhota	LHO	naga	Naga (Ao_Naga)	loth1237	bark	3	(caŋ=)fu	fu	2576	2576:bark	20	0	Naga Lotha	664	f u
169	Lushai	LSH	chin		lush1249	bark	3	hawŋ	hawŋ	2360	2360:bark	20	0		589	h a w ŋ
170	Lepcha	LEP	lep		lepc1244	bark	3	a-pi ST368	a-pi_ST³⁶⁹	366	366:bark	20	0		871	a + p i
171	Sgaw	SGO	kar	Karen	sgaw1245	bark	3	ṭeʔ.53 phiʔ.53	ṭeʔ⁵³_phiʔ⁵³	368	368:bark	20	0		872	ʈ e ʔ ⁵³ ◦ pʰ i ʔ ⁵³
172	Khezhama	KHE	naga		khez1235	bark	3	ekwe	ekwe	2594	2594:bark	20	0		674	e ◦ k w e
173	Tangkul	TAN	naga		tang1336	bark	3	akor	akor	2347	2347:bark	20	0		583	a ◦ k o r
174	Pa'O	PAO	kar	Karen	paok1235	bark	3	pheʔ.55	pheʔ⁵⁵	368	368:bark	20	0		872	pʰ e ʔ ⁵⁵
175	Yamphu	YAM	kir		yamp1242	bark	3	sip=präk	sippräk	340	340:bark	20	0		863	s i p ◦ p r æ k
176	Kulung	KUL	kir		kulu1253	bark	3	hɔu	hɔu	2069	2069:bark	20	0		502	h ɔ u
177	Geker	GEK	kar	Karen	geko1235	bark	3	ṭəɨ.31 phʌiʔ.53	ṭəɨ³¹_phʌiʔ⁵³	368	368:bark	20	0	Geko Karen?	872	ʈ ə ɨ ³¹ ◦ pʰ ʌ i ʔ ⁵³
178	Ao-Mongsen	AOM	naga	Naga (Ao_Naga)	mong1332	bark	3	(suŋ=)kap	kap	2076	2076:bark	20	0	Naga Ao	506	k a p
179	Sherpa	SHE	tib	Sherpa	sher1255	bark	3	kowa. LF=šiŋ. LF	kowa_LFšiŋ_LF	2069	2069:bark	20	0	Solu-Khumbu Sherpa	502	k o ◦ w a ◦ ʃ i ŋ
180	Rawang	RAW	trun		rawa1265	bark	3	sɛ	sɛ	2009	2009:bark	20	0		484	s ɛ
181	Wancho	WAN	knyk		wanc1238	bark	3	pankan	pankan	2594	2594:bark	20	0		674	p a n ◦ k a n
182	Rabha	RAB	bodo		rabh1238	bark	3	khor-thap	khor-thap	2347	2347:bark	20	0		583	kʰ o r + tʰ a p
183	Hmar	HMA	chin		hmar1241	bark	3	hawŋ	hawŋ	2360	2360:bark	20	0		589	h a w ŋ
184	Geba	GEB	kar	Karen	geba1237	bark	3	phaʔ.53	phaʔ⁵³	368	368:bark	20	0		872	pʰ a ʔ ⁵³
185	Manu	MNU	kar	Karen	manu1255	bark	3	phɔ.11	phɔ¹¹	368	368:bark	20	0	Manumanaw Karen	872	pʰ ɔ ¹¹
186	Aka	AKA	aka		akha1245	bark	3	[šo-]khu	khu	2347	2347:bark	20	0		583	kʰ u
187	Nocte	NOC	knyk		noct1238	bark	3	akhuon	akhuon	2594	2594:bark	20	0		674	a ◦ kʰ u o n
188	Khaling	KLN	kir		khal1275	bark	3	ka.H	kaH	2069	2069:bark	20	0		502	k a
189	W. Kayah	KYH	kar	Karen	west2409	bark	3	ćɔ.11 pha.55	ćɔ¹¹_pha⁵⁵	368	368:bark	20	0	Kayah Western	872	tsʲ ɔ ¹¹ ◦ pʰ a ⁵⁵
190	Written Tibetan	WRT	tib	Tibetan	tibe1272	bark	3	pags pa	pags_pa	340	340:bark	20	0		863	p a ◦ g s _ p a
191	Dumi	DUM	kir		dumi1241	bark	3	səkkə	səkkə	2069	2069:bark	20	0		502	s ə k ◦ k ə
192	Gurung	GUR	gur		guru1261	bark	3	phi.1	phi¹	368	368:bark	20	0		872	pʰ i ¹
193	Garo	GAR	bodo	Garo	garo1247	bark	3	bigil	bigil	2347	2347:bark	20	0		583	b i ◦ g i l
194	Hill-Miri	HIL	tani	Nysha	nyis1236	bark	3	epən	epən	313	313:bark	20	0		847	e ◦ p ə n
195	Limbu	LIM	kir		limb1266	bark	3	ho:rik	hoːrik	2069	2069:bark	20	0		502	h oː ◦ r i k
196	Hakka	HKK	sino	Hakka	hakk1236	bark	3	pi2 (su4 pi2)	pi²_	262	262:bark	20	0		689	p i ²
197	Beijing	PEK	sino	CHB	mand1415	bark	3	pí 皮	pí	262	262:bark	20	0		689	p i
198	Kaike	KAY	kay		kaik1246	bark	3	swɔp	swɔp	2009	2009:bark	20	0		484	s w ɔ p
199	Yintale	YIN	kar	Karen	yint1235	bark	3	sein.13 bei.33	sein¹³_bei³³	340	340:bark	20	0	Yintale Karen	863	s e i n ¹³ ◦ b e i ³³
200	Serdukpen	SER	sul		sher1257	bark	3	(hiŋ-)skuk	skuk	2069	2069:bark	20	0	Stage 2	502	s k u k
201	Liangmai	LIA	naga		lian1251	bark	3	(asiŋ=)gi	gi	2690	2690:bark	20	0		714	g i
202	Dimasa	DIM	bodo		dima1251	bark	3	boŋur	boŋur	2347	2347:bark	20	0		583	b o ◦ ŋ u r
203	Yeinbaw	YEI	kar	Karen	yinb1236	bark	3	θɨ̃.11 phe.55	θɨ̃¹¹_phe⁵⁵	368	368:bark	20	0	Yinbaw Karen	872	θ ɨ̃ ∼ ¹¹ ◦ pʰ e ⁵⁵
204	Zeme	ZEM	naga		zeme1240	bark	3	(chiŋ=)gei	gei	2690	2690:bark	20	0		714	g e i
205	Bodo	BOD	bodo		bodo1269	bark	3	biguʔr	biguʔr	2347	2347:bark	20	0		583	b i ◦ g u ʔ r
206	Fuzhou	FUZ	sino	Han	mind1253	bark	3	phui52 (chiu31 phui52)	phui⁵²_	262	262:bark	20	0		689	pʰ u i ⁵²
207	Burmese	WRB	bur	Burmese	nucl1310	bark	3	a.khauk	akhauk	2069	2069:bark	20	0		502	a ◦ kʰ a u k
208	Ao-Chungli	AOC	naga	Naga (Ao_Naga)	chon1286	bark	3	(te=)kap	kap	2076	2076:bark	20	0	Naga Ao	506	k a p
209	Padam	PAD	tani		pada1257	bark	3	ešiŋ ašik	ešiŋ_ašik	2689	2689:bark	19	0		712	e ◦ ʃ i ŋ _ a ◦ ʃ i k
210	Bodo	BOD	bodo		bodo1269	bark	3	bikoʔŋ	bikoʔŋ	2360	2360:bark	20	0		589	b i ◦ k o ʔ ŋ
211	Quueyu	QUE	syc		quey1238	belly	4	lvu.55 , rvu.55	lvu⁵⁵	2604	2604:belly	20	0		683	l v u ⁵⁵
212	Dhimal	DHI	dhim		dhim1246	belly	4	himuŋ	himuŋ	72	72:belly	20	0		1460	h i ◦ m u ŋ
214	Jirel	JIR	tib		jire1238	belly	4	su. L2=ba. T1	su_L²ba_T¹	1207	1207:belly	20	0		190	s u _ ² ◦ b a _ ¹
215	Old Chinese	OCH	sino	Han	oldc1244	belly	4	pŭk 腹	pŭk	226	226:belly	-10	0		566	p u k
216	Idu	IDU	idu		idum1241	belly	4	khra.3 poŋ.34	khra³_poŋ³⁴	284	284:belly	20	0		834	kʰ r a ³ ◦ p o ŋ ³ ◦ ⁴
217	Lhota	LHO	naga	Naga (Ao_Naga)	loth1237	belly	4	o:po:k	oːpoːk	226	226:belly	20	0	Naga Lotha	566	oː ◦ p oː k
218	Lushai	LSH	chin		lush1249	belly	4	pum	pum	284	284:belly	20	0		834	p u m
219	Lepcha	LEP	lep		lepc1244	belly	4	băk	băk	226	226:belly	20	0		566	b a k
220	Sgaw	SGO	kar	Karen	sgaw1245	belly	4	hə.44 phə.44	hə⁴⁴_phə⁴⁴	277	277:belly	20	0		827	h ə ⁴⁴ ◦ pʰ ə ⁴⁴
221	Rourou	ROU	nung		nusu1239	belly	4	va.31 læ.31	va³¹_læ³¹	2604	2604:belly	20	0		683	v a ³¹ ◦ l æ ³¹
222	Chokri	CHO	naga		chok1243	belly	4	y=vade	yvade	493	493:belly	20	0		1349	y ◦ v a ◦ d e
223	Khezhama	KHE	naga		khez1235	belly	4	pfɨ=we	pfɨwe	226	226:belly	20	0		566	p f ɨ ◦ w e
224	Dulong	DUL	trun		drun1238	belly	4	pa.55	pa⁵⁵	277	277:belly	20	0		827	p a ⁵⁵
225	Tangkul	TAN	naga		tang1336	belly	4	wuk	wuk	226	226:belly	20	0		566	w u k
226	Pa'O	PAO	kar	Karen	paok1235	belly	4	hoʔ.22	hoʔ²²	2604	2604:belly	20	0		683	h o ʔ ²²
227	Kulung	KUL	kir		kulu1253	belly	4	bɔ	bɔ	226	226:belly	20	0		566	b ɔ
228	Geker	GEK	kar	Karen	geko1235	belly	4	phu.55	phu⁵⁵	277	277:belly	20	0	Geko Karen?	827	pʰ u ⁵⁵
229	Ersu	ERS	syc		ersu1241	belly	4	ji.33 pha.55	ji³³_pha⁵⁵	4003	4003:belly	20	0		880	j i ³³ ◦ pʰ a ⁵⁵
230	Phom	PHO	knyk		phom1236	belly	4	vom=moŋ	vommoŋ	72	72:belly	20	0		1460	v o m ◦ m o ŋ
231	Ao-Mongsen	AOM	naga	Naga (Ao_Naga)	mong1332	belly	4	tupuk	tupuk	226	226:belly	20	0	Naga Ao	566	t u ◦ p u k
232	Sherpa	SHE	tib	Sherpa	sher1255	belly	4	sup.HF	supHF	1207	1207:belly	20	0	Solu-Khumbu Sherpa	190	s u p
233	Rawang	RAW	trun		rawa1265	belly	4	phəwa	phəwa	2604	2604:belly	20	0		683	pʰ ə ◦ w a
234	Wancho	WAN	knyk		wanc1238	belly	4	vak	vak	2118	2118:belly	20	0		514	v a k
235	Bokar	BOK	tani		bori1243	belly	4	ki:=poŋ	kiːpoŋ	2139	2139:belly	20	0	Stage 2	520	k iː ◦ p o ŋ
236	Hmar	HMA	chin		hmar1241	belly	4	vawn	vawn	2674	2674:belly	20	0		706	v a w n
237	Nusu	NUS	nung		nusu1239	belly	4	va.31 lɔ.53 ɔ.3	va³¹_lɔ⁵³_ɔ³	2604	2604:belly	20	0	Stage 2	683	v a ³¹ ◦ l ɔ ⁵³ ◦ ɔ ³
238	Geba	GEB	kar	Karen	geba1237	belly	4	kəphu.44	kəphu⁴⁴	277	277:belly	20	0		827	k ə ◦ pʰ u ⁴⁴
239	Manu	MNU	kar	Karen	manu1255	belly	4	he.44 phu.11	he⁴⁴_phu¹¹	277	277:belly	20	0	Manumanaw Karen	827	h e ⁴⁴ ◦ pʰ u ¹¹
240	Alike Tibetan	ALI	tib		amdo1237	belly	4	ho	ho	2604	2604:belly	20	0		683	h o
241	Shixing	SHI	syc		shix1238	belly	4	xu.53 pao.33	xu⁵³_pao³³	226	226:belly	20	0		566	x u ⁵³ ◦ p a o ³³
242	Nocte	NOC	knyk		noct1238	belly	4	vok	vok	2118	2118:belly	20	0		514	v o k
243	Ninglang-Naxi	NIN	bur	Naxi	naxi1245	belly	4	bi.33 mi.33	bi³³_mi³³	2691	2691:belly	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	716	b i ³³ ◦ m i ³³
244	Khaling	KLN	kir		khal1275	belly	4	mu=phu. L	muphu_L	226	226:belly	20	0		566	m u ◦ pʰ u _
245	Langsu-Maru	LAN	bur		maru1249	belly	4	vɛ̃.35 tuk.31	vɛ̃³⁵_tuk³¹	2674	2674:belly	20	0		706	v ɛ̃ ∼ ³⁵ ◦ t u k ³¹
246	W. Kayah	KYH	kar	Karen	west2409	belly	4	hɔ.55	hɔ⁵⁵	2604	2604:belly	20	0	Kayah Western	683	h ɔ ⁵⁵
247	Written Tibetan	WRT	tib	Tibetan	tibe1272	belly	4	grod pa	grod_pa	2611	2611:belly	20	0		685	g r o d _ p a
248	Nishi	NIS	tani	Nysha	nisi1238	belly	4	nep	nep	4298	4298:belly	20	0	Nisi?	1074	n e p
249	Batang Tibetan	BAT	tib		kham1282	belly	4	ćö.13 pa.53	ćö¹³_pa⁵³	2611	2611:belly	20	0		685	tsʲ ö ¹³ ◦ p a ⁵³
250	Dumi	DUM	kir		dumi1241	belly	4	mupu	mupu	226	226:belly	20	0		566	m u ◦ p u
251	Gurung	GUR	gur		guru1261	belly	4	pho.2	pho²	277	277:belly	20	0		827	pʰ o ²
252	Lhasa Tibetan	LHA	tib	Tibetan	tibe1272	belly	4	ćho.15 ko.52	ćho¹⁵_ko⁵²	2611	2611:belly	20	0		685	tsʲʰ o ¹⁵ ◦ k o ⁵²
253	Garo	GAR	bodo	Garo	garo1247	belly	4	ok	ok	2118	2118:belly	20	0		514	o k
254	Hill-Miri	HIL	tani	Nysha	nyis1236	belly	4	kipo	kipo	2139	2139:belly	20	0		520	k i ◦ p o
255	Limbu	LIM	kir		limb1266	belly	4	sappo:k	sappoːk	226	226:belly	20	0		566	s a p ◦ p oː k
256	Upper-Bangni	UBA	tani		bang1338	belly	4	kyopo	kyopo	2139	2139:belly	20	0		520	k y o ◦ p o
257	Leqi	LEQ	bur		lash1243	belly	4	wɔm.33 tou.33	wɔm³³_tou³³	2674	2674:belly	20	0		706	w ɔ m ³³ ◦ t o u ³³
258	Hakka	HKK	sino	Hakka	hakk1236	belly	4	du3 s3	du³_s³	4548	4548:belly	20	0		1288	d u ³ ◦ s ³
259	Motuo-M	MOT	mot	Tibetan	dakp1242	belly	4	pho laŋ	pho_laŋ	277	277:belly	20	0	Tawang Monpa, Dakpakha?	827	pʰ o _ l a ŋ
260	Tujia	TUJ	tujia	Tujia	nort2732	belly	4	mɨe.4 ko.4	mɨe⁴_ko⁴	2691	2691:belly	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	716	m ɨ e ⁴ ◦ k o ⁴
261	Beijing	PEK	sino	CHB	mand1415	belly	4	dù=zi 肚子	dùzi	4548	4548:belly	20	0		1288	d u ◦ z i
262	Zhaba	ZHA	syc		zhab1238	belly	4	vam.21	vam²¹	2674	2674:belly	20	0	Stage 2	706	v a m ²¹
263	Kaike	KAY	kay		kaik1246	belly	4	phɔu	phɔu	277	277:belly	20	0		827	pʰ ɔ u
264	Yintale	YIN	kar	Karen	yint1235	belly	4	hu.55	hu⁵⁵	2604	2604:belly	20	0	Yintale Karen	683	h u ⁵⁵
265	Jinuo	JIN	bur	Jinuo	youl1235	belly	4	ɣo.55 phu.44	ɣo⁵⁵_phu⁴⁴	2674	2674:belly	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	706	ɣ o ⁵⁵ ◦ pʰ u ⁴⁴
266	Serdukpen	SER	sul		sher1257	belly	4	khar=bu	kharbu	2158	2158:belly	20	0	Stage 2	530	kʰ a r ◦ b u
267	Namuzi	NAM	syc		namu1246	belly	4	hĩ.33 mbi.55	hĩ³³_mbi⁵⁵	226	226:belly	20	0		566	h ĩ ∼ ³³ ◦ m ◦ b i ⁵⁵
268	Xiaxe Tibetan	XIA	tib		amdo1237	belly	4	ho	ho	2604	2604:belly	20	0		683	h o
269	Lüsu	LUS	syc		lisu1250	belly	4	ʒ́ɨ.33 phæ.53	ʒ́ɨ³³_phæ⁵³	4003	4003:belly	20	0		880	ʒʲ ɨ ³³ ◦ pʰ æ ⁵³
270	Yimchunrü	YIM	naga	Naga (Ao_Naga)	yimc1240	belly	4	buk, puk	buk	226	226:belly	20	0	Naga Yimchungru	566	b u k
271	Liangmai	LIA	naga		lian1251	belly	4	chawon	chawon	2674	2674:belly	20	0		706	tsʰ a ◦ w o n
272	Dimasa	DIM	bodo		dima1251	belly	4	haw	haw	2604	2604:belly	20	0		683	h a w
273	Yeinbaw	YEI	kar	Karen	yinb1236	belly	4	phu.55	phu⁵⁵	277	277:belly	20	0	Yinbaw Karen	827	pʰ u ⁵⁵
274	N-Qiang	QIA	syc		nort2722	belly	4	si kua	si_kua	4004	4004:belly	20	0	Stage 2	881	s i _ k u a
275	Lijiang-Naxi	LIJ	bur	Naxi	lich1241	belly	4	ndv.31 me.33	ndv³¹_me³³	2691	2691:belly	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	716	n d v ³¹ ◦ m e ³³
276	Zeme	ZEM	naga		zeme1240	belly	4	mibuŋ=pui	mibuŋpui	284	284:belly	20	0		834	m i ◦ b u ŋ ◦ p u i
277	Jingpo	JNP	jnp		kach1280	belly	4	ka̲n.33	ka̲n³³	2139	2139:belly	20	0	Jinghpaw; Stage 2	520	k a̰ n ³³
278	Bodo	BOD	bodo		bodo1269	belly	4	udəʔj	udəʔj	1019	1019:belly	20	0		116	u ◦ d ə ʔ j
279	Fuzhou	FUZ	sino	Han	mind1253	belly	4	pu31 lo52	pu³¹_lo⁵²	226	226:belly	20	0		566	p u ³¹ ◦ l o ⁵²
280	Burmese	WRB	bur	Burmese	nucl1310	belly	4	wam:	wamː	2674	2674:belly	20	0		706	w a mː
281	Horpa	DAO	syc		horp1239	belly	4	vo	vo	2604	2604:belly	20	0		683	v o
282	Ao-Chungli	AOC	naga	Naga (Ao_Naga)	chon1286	belly	4	tepok	tepok	226	226:belly	20	0	Naga Ao	566	t e ◦ p o k
283	Padam	PAD	tani		pada1257	belly	4	a-ki	a-ki	2139	2139:belly	19	0		520	a + k i
284	Bola	BOL	bur		pela1242	belly	4	vɛ.31 tau.31	vɛ³¹_tau³¹	2674	2674:belly	20	0		706	v ɛ ³¹ ◦ t a u ³¹
285	Guiqiong	GUI	syc		guiq1238	belly	4	pa.55	pa⁵⁵	226	226:belly	20	0		566	p a ⁵⁵
286	Gangte	GAN	chin		gang1266	belly	4	gil=pi	gilpi	2139	2139:belly	20	0		520	g i l ◦ p i
287	Lushai	LSH	chin		lush1249	belly	4	dul	dul	493	493:belly	20	0		1349	d u l
288	Sgaw	SGO	kar	Karen	sgaw1245	belly	4	hə.44 phə.44	hə⁴⁴_phə⁴⁴	2604	2604:belly	20	0		683	h ə ⁴⁴ ◦ pʰ ə ⁴⁴
289	Rawang	RAW	trun		rawa1265	belly	4	phəwa	phəwa	277	277:belly	20	0		827	pʰ ə ◦ w a
290	Bokar	BOK	tani		bori1243	belly	4	ki:=poŋ	kiːpoŋ	284	284:belly	20	0	Stage 2	834	k iː ◦ p o ŋ
291	Manu	MNU	kar	Karen	manu1255	belly	4	he.44 phu.11	he⁴⁴_phu¹¹	2604	2604:belly	20	0	Manumanaw Karen	683	h e ⁴⁴ ◦ pʰ u ¹¹
292	Written Tibetan	WRT	tib	Tibetan	tibe1272	belly	4	gsus pa	gsus_pa	1207	1207:belly	20	0		190	g s u s _ p a
293	Hill-Miri	HIL	tani	Nysha	nyis1236	belly	4	kipo	kipo	284	284:belly	20	0		834	k i ◦ p o
294	Upper-Bangni	UBA	tani		bang1338	belly	4	kyo=po	kyopo	284	284:belly	20	0		834	k y o ◦ p o
295	Zeme	ZEM	naga		zeme1240	belly	4	mibuŋ=pui	mibuŋpui	226	226:belly	20	0		566	m i ◦ b u ŋ ◦ p u i
