ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	ASJP1	id	svmCC	lpCC
435	Northern Coastal Nyangumarta	nort2754	AND		pa	p a	p a	P V	P A	AND:211	211	pa	175	AND:1	66
436	Nyamal	nyam1271	AND		pa	p a	p a	P V	P A	AND:1	1	pa	176	AND:1	66
437	Nyangumarta	nyan1301	AND		pa	p a	p a	P V	P A	AND:211	211	pa	177	AND:1	66
438	Nyunga	nyun1247	AND		guɖciɹ	g u ɖ c i ɹ	g u d T i r	K V T K V R	K Y T C I R	AND:190	190	gudTir	178	AND:24	87
439	Paakantyi	darl1243	AND		ŋa	ŋ a	N a	N V	N A	AND:184	184	Na	179	AND:8	71
440	Panytyima	pany1241	AND		kunu	k u n u	k u n u	K V N V	K Y N Y	AND:203	203	kunu	180	AND:23	72
441	Banggarla	bang1339	AND		into	i n t o	i n t o	V N T V	I N T U	AND:215	215	into	181	AND:22	81
442	Bayungu	bayu1240	AND		cibi	c i b i	T i b i	K V P V	C I P I	AND:195	195	Tibi	182	AND:4	68
443	Pitjantjatjara	pitj1243	AND		munu	m u n u	m u n u	M V N V	M Y N Y	AND:221	221	munu	183	AND:6	69
444	Ritarungo	rita1239	AND		bili	b i l i	b i l i	P V R V	P I L I	AND:182	182	bili	184	AND:21	88
445	Dhalandji	dhal1245	AND		cibi	c i b i	T i b i	K V P V	C I P I	AND:195	195	Tibi	185	AND:4	68
446	Dhargari	dhar1247	AND		paɹu	p a ɹ u	p a r u	P V R V	P A R Y	AND:196	196	paru	186	AND:20	66
448	Wagaya	waga1260	AND		pa	p a	p a	P V	P A	AND:211	211	pa	187	AND:1	66
456	Warlpiri	warl1254	AND		manu	m a n u	m a n u	M V N V	M A N Y	AND:221	221	manu	188	AND:6	69
457	Wanman	wanm1242	AND		kamu	k a m u	k a m u	K V M V	K A M Y	AND:189	189	kamu	189	AND:3	67
458	Wariyangga	wari1262	AND		cipi	c i p i	T i p i	K V P V	C I P I	AND:195	195	Tipi	190	AND:4	68
459	Warumungu	waru1265	AND		kami	k a m i	k a m i	K V M V	K A M I	AND:189	189	kami	191	AND:3	67
460	Warumungu	waru1265	AND		kapi	k a p i	k a p i	K V P V	K A P I	AND:189	189	kapi	192	AND:19	68
461	Wathawurrung	wath1238	AND		baː	b aː	b a	P V	P A	AND:211	211	ba	193	AND:9	66
463	Wik-Mungkan	wikm1247	AND		aʔ	a ʔ	a 7	V H	A H	AND:224	224	a7	194	AND:18	89
464	Wiradhuri	wira1262	AND		gan̪aŋ	g a n̪ a ŋ	g a n a N	K V N V N	K A N A N	AND:217	217	ganaN	195	AND:17	72
465	Wirangu-Nauo	wira1260	AND		ba	b a	b a	P V	P A	AND:211	211	ba	196	AND:9	66
467	Yan-nhangu	yann1237	AND		ga	g a	g a	K V	K A	AND:223	223	ga	197	AND:2	65
468	Yandruwandha	yand1253	AND		ja	j a	y a	J V	J A	AND:225	225	ya	198	AND:5	70
469	Yandruwandha	yand1253	AND		ŋa	ŋ a	N a	N V	N A	AND:225	225	Na	199	AND:8	71
471	Yawarawarga	yawa1258	AND		ŋoka	ŋ o k a	N o k a	N V K V	N U K A	AND:205	205	Noka	200	AND:16	90
472	Yindjibarndi	yind1247	AND		mundu	m u n d u	m u n d u	M V N T V	M Y N T Y	AND:214	214	mundu	201	AND:6	69
474	Yulparitja	yulp1238	AND		kamu	k a m u	k a m u	K V M V	K A M Y	AND:189	189	kamu	202	AND:3	67
475	Yuwaalaraay	yuwa1242	AND		gaːlan̪a	g aː l a n̪ a	g a l a n a	K V R V N V	K A L A N A	AND:216	216	galana	203	AND:15	92
960	Adnyamathanha	adny1235	ASH		aɖɭa_imba	a ɖ ɭ a i m b a	a d L a i m b a	V T R V V M P V	A T L A I M P A	ASH:449	449	adLaimba	204	ASH:47	110
962	Alyawarr	alya1239	ASH		etnment̪	e t n m e n t̪	e t n m e n t	V T N M V N T	E T N M E N T	ASH:475	475	etnment	205	ASH:46	115
964	Arabana	arab1267	ASH		pudn̪u	p u d n̪ u	p u d n u	P V T N V	P Y T N Y	ASH:445	445	pudnu	206	ASH:8	100
968	Yugambeh-Bandjalang	band1339	ASH		diman	d i m a n	d i m a n	T V M V N	T I M A N	ASH:487	487	diman	207	ASH:45	132
969	Yugambeh-Bandjalang	band1339	ASH		muɹuhjn_g	m u ɹ u h j n g	m u r u h y n g	M V R V H J N K	M Y R Y H J N K	ASH:487	487	muruhyng	208	ASH:44	102
970	Yugambeh-Bandjalang	band1339	ASH		muɹujn_c	m u ɹ u j n c	m u r u y n T	M V R V J N K	M Y R Y J N C	ASH:487	487	muruynT	209	ASH:43	102
977	Dhangu	dhan1270	ASH		ganuʔ	g a n u ʔ	g a n u 7	K V N V H	K A N Y H	ASH:433	433	ganu7	210	ASH:6	103
980	Dhuwal	dhuw1249	ASH		ɭirgi	ɭ i r g i	L i r g i	R V R K V	L I R K I	ASH:437	437	Lirgi	211	ASH:10	105
982	Dieri	dier1241	ASH		puta	p u t a	p u t a	P V T V	P Y T A	ASH:446	446	puta	212	ASH:3	100
983	Dyaabugay	dyaa1242	ASH		bulŋan	b u l ŋ a n	b u l N a n	P V R N V N	P Y L N A N	ASH:469	469	bulNan	213	ASH:42	112
984	Djambarrpuyngu	djam1256	ASH		ganuʔ	g a n u ʔ	g a n u 7	K V N V H	K A N Y H	ASH:437	437	ganu7	214	ASH:6	103
986	Djinang	djin1253	ASH		gibilbal	g i b i l b a l	g i b i l b a l	K V P V R P V R	K I P I L P A L	ASH:436	436	gibilbal	215	ASH:41	107
989	Gamilaraay	gami1243	ASH		giran	g i r a n	g i r a n	K V R V N	K I R A N	ASH:460	460	giran	216	ASH:4	101
995	Kumbainggar	kumb1268	ASH		culaːr	c u l aː r	T u l a r	K V R V R	C Y L A R	ASH:474	474	Tular	217	ASH:5	104
1000	Gupapuyngu	gupa1247	ASH		ɭirgi	ɭ i r g i	L i r g i	R V R K V	L I R K I	ASH:437	437	Lirgi	218	ASH:10	105
1001	Gurindji	guri1247	ASH		cani	c a n i	T a n i	K V N V	C A N I	ASH:448	448	Tani	219	ASH:40	114
1003	Guyani	guya1249	ASH		dultaɹa	d u l t a ɹ a	d u l t a r a	T V R T V R V	T Y L T A R A	ASH:455	455	dultara	220	ASH:5	116
1004	Sydney	sydn1236	ASH		d̪ulaɹa	d̪ u l a ɹ a	d u l a r a	T V R V R V	T Y L A R A	ASH:1	1	dulara	221	ASH:5	104
1005	Jaru	jaru1254	ASH		balgaɹa	b a l g a ɹ a	b a l g a r a	P V R K V R V	P A L K A R A	ASH:502	502	balgara	222	ASH:39	106
1007	Djiwarli	djiw1241	ASH		ŋari	ŋ a r i	N a r i	N V R V	N A R I	ASH:472	472	Nari	223	ASH:2	99
1009	Kalkutung	kalk1246	ASH		pumpa	p u m p a	p u m p a	P V M P V	P Y M P A	ASH:431	431	pumpa	224	ASH:38	133
1010	Gamilaraay	gami1243	ASH		giran	g i r a n	g i r a n	K V R V N	K I R A N	ASH:460	460	giran	225	ASH:4	101
1011	Karadjeri	kara1476	ASH		pulkaɹu	p u l k a ɹ u	p u l k a r u	P V R K V R V	P Y L K A R Y	ASH:441	441	pulkaru	226	ASH:37	106
1015	Kartujarra	kart1247	ASH		cuɳpa	c u ɳ p a	T u n p a	K V N P V	C Y N P A	ASH:462	462	Tunpa	227	ASH:1	98
1016	Kaurna	kaur1267	ASH		buʈa	b u ʈ a	b u t a	P V T V	P Y T A	ASH:446	446	buta	228	ASH:3	100
1020	Kukatja	kuka1246	ASH		kawaɳ	k a w a ɳ	k a w a n	K V W V N	K A W A N	ASH:502	502	kawan	229	ASH:36	101
1021	Kuku-Yalanji	kuku1273	ASH		nulu	n u l u	n u l u	N V R V	N Y L Y	ASH:493	493	nulu	230	ASH:35	118
1026	Gurdjar	gurd1238	ASH		noːŋ	n oː ŋ	n o N	N V N	N U N	ASH:491	491	noN	231	ASH:34	113
1027	Kuuku-Ya'u	kuuk1238	ASH		puɹka	p u ɹ k a	p u r k a	P V R K V	P Y R K A	ASH:483	483	purka	232	ASH:13	119
1029	Kala Lagaw Ya	kala1377	ASH		tibi	t i b i	t i b i	T V P V	T I P I	ASH:435	435	tibi	233	ASH:33	117
1030	Kala Lagaw Ya	kala1377	ASH		kunaɹ	k u n a ɹ	k u n a r	K V N V R	K Y N A R	ASH:435	435	kunar	234	ASH:32	104
1036	Margany	marg1253	ASH		bud̪a	b u d̪ a	b u d a	P V T V	P Y T A	ASH:446	446	buda	235	ASH:3	100
1037	Martu Wangka	mart1256	ASH		cuɳpa	c u ɳ p a	T u n p a	K V N P V	C Y N P A	ASH:462	462	Tunpa	236	ASH:1	98
1046	Mudburra	mudb1240	ASH		wubːa	w u bː a	w u b a	W V P V	W Y P A	ASH:434	434	wuba	237	ASH:9	108
1048	Muruwari	muru1266	ASH		put̪a	p u t̪ a	p u t a	P V T V	P Y T A	ASH:446	446	puta	238	ASH:3	100
1051	Ngaanyatjarra	ngaa1240	ASH		tcuɳpa	t c u ɳ p a	t T u n p a	T K V N P V	T C Y N P A	ASH:462	462	tTunpa	239	ASH:1	98
1053	Lower Riverland	lowe1402	ASH		putko	p u t k o	p u t k o	P V T K V	P Y T K U	ASH:483	483	putko	240	ASH:12	120
1054	Ngamini	ngam1284	ASH		tuɹpa	t u ɹ p a	t u r p a	T V R P V	T Y R P A	ASH:447	447	turpa	241	ASH:31	98
1056	Ngarinman	ngar1235	ASH		liɲaɖ	l i ɲ a ɖ	l i H a d	R V N V T	L I N A T	ASH:452	452	liNad	242	ASH:30	122
1058	Ngarluma	ngar1287	ASH		miriɲ	m i r i ɲ	m i r i H	M V R V N	M I R I N	ASH:484	484	miriN	243	ASH:29	102
1059	Narrinyeri	narr1259	ASH		wirace	w i r a c e	w i r a T e	W V R V K V	W I R A C E	ASH:458	458	wiraTe	244	ASH:28	121
1066	Northern Coastal Nyangumarta	nort2754	ASH		puɳta	p u ɳ t a	p u n t a	P V N T V	P Y N T A	ASH:473	473	punta	245	ASH:3	100
1067	Nyamal	nyam1271	ASH		cunpa	c u n p a	T u n p a	K V N P V	C Y N P A	ASH:462	462	Tunpa	246	ASH:1	98
1068	Nyangumarta	nyan1301	ASH		cuɳpa	c u ɳ p a	T u n p a	K V N P V	C Y N P A	ASH:462	462	Tunpa	247	ASH:1	98
1069	Nyunga	nyun1247	ASH		buŋa	b u ŋ a	b u N a	P V N V	P Y N A	ASH:442	442	buNa	248	ASH:27	99
1070	Paakantyi	darl1243	ASH		balba	b a l b a	b a l b a	P V R P V	P A L P A	ASH:439	439	balba	249	ASH:11	107
1073	Panytyima	pany1241	ASH		ŋari	ŋ a r i	N a r i	N V R V	N A R I	ASH:472	472	Nari	250	ASH:2	99
1074	Banggarla	bang1339	ASH		muru	m u r u	m u r u	M V R V	M Y R Y	ASH:444	444	muru	251	ASH:7	102
1075	Bayungu	bayu1240	ASH		ŋari	ŋ a r i	N a r i	N V R V	N A R I	ASH:472	472	Nari	252	ASH:2	99
1080	Pitjantjatjara	pitj1243	ASH		tiːtiː	t iː t iː	t i t i	T V T V	T I T I	ASH:432	432	titi	253	ASH:26	124
1081	Pitta Pitta	pitt1247	ASH		pun̪u	p u n̪ u	p u n u	P V N V	P Y N Y	ASH:445	445	punu	254	ASH:8	99
1083	Ritarungo	rita1239	ASH		ganuʔ	g a n u ʔ	g a n u 7	K V N V H	K A N Y H	ASH:433	433	ganu7	255	ASH:6	103
1084	Dhalandji	dhal1245	ASH		ŋari	ŋ a r i	N a r i	N V R V	N A R I	ASH:472	472	Nari	256	ASH:2	99
1085	Dhargari	dhar1247	ASH		ciwa	c i w a	T i w a	K V W V	C I W A	ASH:481	481	Tiwa	257	ASH:25	111
1088	Wagaya	waga1260	ASH		n̪anːgun̪anːgu	n̪ a nː g u n̪ a nː g u	n a n g u n a n g u	N V N K V N V N K V	N A N K Y N A N K Y	ASH:470	470	nangunangu	258	ASH:24	125
1095	Ngura	ngur1261	ASH		ginda	g i n d a	g i n d a	K V N T V	K I N T A	ASH:447	447	ginda	259	ASH:23	123
1101	Warlpiri	warl1254	ASH		jaɳanti	j a ɳ a n t i	y a n a n t i	J V N V N T V	J A N A N T I	ASH:443	443	yananti	260	ASH:22	126
1103	Wanman	wanm1242	ASH		cuɳpa	c u ɳ p a	T u n p a	K V N P V	C Y N P A	ASH:462	462	Tunpa	261	ASH:1	98
1104	Wariyangga	wari1262	ASH		ŋari	ŋ a r i	N a r i	N V R V	N A R I	ASH:472	472	Nari	262	ASH:2	99
1105	Warumungu	waru1265	ASH		wupːa	w u pː a	w u p a	W V P V	W Y P A	ASH:434	434	wupa	263	ASH:9	108
1107	Wathawurrung	wath1238	ASH		manal	m a n a l	m a n a l	M V N V R	M A N A L	ASH:456	456	manal	264	ASH:21	109
1111	Wik-Mungkan	wikm1247	ASH		t̪um_kuɹk	t̪ u m k u ɹ k	t u m k u r k	T V M K V R K	T Y M K Y R K	ASH:482	482	tumkurk	265	ASH:20	127
1112	Wiradhuri	wira1262	ASH		d̪aːguːn	d̪ aː g uː n	d a g u n	T V K V N	T A K Y N	ASH:467	467	dagun	266	ASH:19	128
1113	Wirangu-Nauo	wira1260	ASH		mabaɭa	m a b a ɭ a	m a b a L a	M V P V R V	M A P A L A	ASH:453	453	mabaLa	267	ASH:18	129
1117	Yan-nhangu	yann1237	ASH		muŋa	m u ŋ a	m u N a	M V N V	M Y N A	ASH:438	438	muNa	268	ASH:17	109
1118	Yandruwandha	yand1253	ASH		mudu	m u d u	m u d u	M V T V	M Y T Y	ASH:444	444	mudu	269	ASH:7	130
1120	Yawarawarga	yawa1258	ASH		makapuda	m a k a p u d a	m a k a p u d a	M V K V P V T V	M A K A P Y T A	ASH:446	446	makapuda	270	ASH:16	100
1122	Yindjibarndi	yind1247	ASH		jiwaɖa	j i w a ɖ a	y i w a d a	J V W V T V	J I W A T A	ASH:501	501	yiwada	271	ASH:15	131
1124	Yorta Yorta	yort1237	ASH		banaru	b a n a r u	b a n a r u	P V N V R V	P A N A R Y	ASH:465	465	banaru	272	ASH:14	99
1126	Yulparitja	yulp1238	ASH		cuɳpa	c u ɳ p a	T u n p a	K V N P V	C Y N P A	ASH:462	462	Tunpa	273	ASH:1	98
1127	Yuwaalaraay	yuwa1242	ASH		giran	g i r a n	g i r a n	K V R V N	K I R A N	ASH:460	460	giran	274	ASH:4	101
1128	Adnyamathanha	adny1235	AT		ŋa	ŋ a	N a	N V	N A	AT:527	527	Na	275	AT:1	134
1132	Dhangu	dhan1270	AT		ŋa	ŋ a	N a	N V	N A	AT:527	527	Na	276	AT:1	134
1133	Dhuwal	dhuw1249	AT		ŋa	ŋ a	N a	N V	N A	AT:527	527	Na	277	AT:1	134
1135	Dieri	dier1241	AT		ŋu	ŋ u	N u	N V	N Y	AT:523	523	Nu	278	AT:3	134
1136	Dyaabugay	dyaa1242	AT		la	l a	l a	R V	L A	AT:516	516	la	279	AT:9	138
1137	Djambarrpuyngu	djam1256	AT		ŋuɹ	ŋ u ɹ	N u r	N V R	N Y R	AT:526	526	Nur	280	AT:3	134
1139	Djinang	djin1253	AT		baɹgi	b a ɹ g i	b a r g i	P V R K V	P A R K I	AT:527	527	bargi	281	AT:22	140
1141	Gamilaraay	gami1243	AT		ga	g a	g a	K V	K A	AT:1	1	ga	282	AT:5	135
1144	Kumbainggar	kumb1268	AT		a	a	a	V	A	AT:516	516	a	283	AT:23	137
1146	Gupapuyngu	gupa1247	AT		ŋuɹa	ŋ u ɹ a	N u r a	N V R V	N Y R A	AT:526	526	Nura	284	AT:3	134
1147	Sydney	sydn1236	AT		wɔ	w ɔ	w o	W V	W U	AT:1	1	wo	285	AT:24	146
1148	Jaru	jaru1254	AT		la	l a	l a	R V	L A	AT:516	516	la	286	AT:9	138
1151	Djiwarli	djiw1241	AT		a	a	a	V	A	AT:516	516	a	287	AT:6	137
1152	Kalkutung	kalk1246	AT		t̪i	t̪ i	t i	T V	T I	AT:522	522	ti	288	AT:21	136
1153	Gamilaraay	gami1243	AT		ga	g a	g a	K V	K A	AT:1	1	ga	289	AT:5	135
1154	Karadjeri	kara1476	AT		ŋga	ŋ g a	N g a	N K V	N K A	AT:522	522	Nga	290	AT:2	135
1156	Kartujarra	kart1247	AT		ŋka	ŋ k a	N k a	N K V	N K A	AT:523	523	Nka	291	AT:2	135
1158	Kukatja	kuka1246	AT		tcanitcura	t c a n i t c u r a	t T a n i t T u r a	T K V N V T K V R V	T C A N I T C Y R A	AT:1	1	tTanitTura	292	AT:20	141
1159	Gurdjar	gurd1238	AT		npilaɲ	n p i l a ɲ	n p i l a H	N P V R V N	N P I L A N	AT:1	1	npilaN	293	AT:19	139
1160	Gurdjar	gurd1238	AT		lmpilaɲ	l m p i l a ɲ	l m p i l a H	R M P V R V N	L M P I L A N	AT:1	1	lmpilaN	294	AT:18	139
1161	Kala Lagaw Ya	kala1377	AT		nu	n u	n u	N V	N Y	AT:514	514	nu	295	AT:3	134
1164	Martu Wangka	mart1256	AT		ca	c a	T a	K V	C A	AT:522	522	Ta	296	AT:8	136
1170	Muruwari	muru1266	AT		a	a	a	V	A	AT:1	1	a	297	AT:17	137
1172	Ngarinman	ngar1235	AT		la_ŋka_ka_ca_kula	l a ŋ k a k a c a k u l a	l a N k a k a T a k u l a	R V N K V K V K V K V R V	L A N K A K A C A K Y L A	AT:1	1	laNkakaTakula	298	AT:16	143
1174	Ngarluma	ngar1287	AT		buwi	b u w i	b u w i	P V W V	P Y W I	AT:524	524	buwi	299	AT:15	144
1175	Narrinyeri	narr1259	AT		an	a n	a n	V N	A N	AT:517	517	an	300	AT:14	142
1178	Northern Coastal Nyangumarta	nort2754	AT		ŋi	ŋ i	N i	N V	N I	AT:522	522	Ni	301	AT:1	134
1179	Nyamal	nyam1271	AT		ŋu	ŋ u	N u	N V	N Y	AT:1	1	Nu	302	AT:3	134
1180	Nyangumarta	nyan1301	AT		ŋa	ŋ a	N a	N V	N A	AT:522	522	Na	303	AT:1	134
1181	Nyunga	nyun1247	AT		jeaɹuŋeɹ_jukie	j e a ɹ u ŋ e ɹ j u k i e	y e a r u N e r y u k i e	J V V R V N V R J V K V V	J E A R Y N E R J Y K I E	AT:1	1	yearuNeryukie	304	AT:13	145
1182	Paakantyi	darl1243	AT		ka	k a	k a	K V	K A	AT:524	524	ka	305	AT:7	135
1183	Panytyima	pany1241	AT		ka	k a	k a	K V	K A	AT:1	1	ka	306	AT:7	135
1184	Bayungu	bayu1240	AT		a	a	a	V	A	AT:516	516	a	307	AT:6	137
1185	Pitjantjatjara	pitj1243	AT		ŋka	ŋ k a	N k a	N K V	N K A	AT:523	523	Nka	308	AT:2	135
1186	Pitta Pitta	pitt1247	AT		ina	i n a	i n a	V N V	I N A	AT:521	521	ina	309	AT:12	134
1187	Ritarungo	rita1239	AT		ŋaɹa	ŋ a ɹ a	N a r a	N V R V	N A R A	AT:526	526	Nara	310	AT:1	134
1188	Dhalandji	dhal1245	AT		a	a	a	V	A	AT:516	516	a	311	AT:6	137
1189	Dhargari	dhar1247	AT		da	d a	d a	T V	T A	AT:525	525	da	312	AT:4	136
1194	Ngura	ngur1261	AT		laŋa	l a ŋ a	l a N a	R V N V	L A N A	AT:516	516	laNa	313	AT:11	138
1196	Warlpiri	warl1254	AT		ŋka	ŋ k a	N k a	N K V	N K A	AT:523	523	Nka	314	AT:2	135
1198	Wanman	wanm1242	AT		ŋka	ŋ k a	N k a	N K V	N K A	AT:523	523	Nka	315	AT:2	135
1199	Wariyangga	wari1262	AT		da	d a	d a	T V	T A	AT:525	525	da	316	AT:4	136
1200	Wiradhuri	wira1262	AT		da	d a	d a	T V	T A	AT:525	525	da	317	AT:4	136
1201	Wirangu-Nauo	wira1260	AT		ŋa	ŋ a	N a	N V	N A	AT:527	527	Na	318	AT:1	134
1203	Yan-nhangu	yann1237	AT		ŋka	ŋ k a	N k a	N K V	N K A	AT:527	527	Nka	319	AT:2	135
1204	Yandruwandha	yand1253	AT		ji	j i	y i	J V	J I	AT:518	518	yi	320	AT:10	147
1205	Yindjibarndi	yind1247	AT		ɖa	ɖ a	d a	T V	T A	AT:525	525	da	321	AT:4	136
1206	Yulparitja	yulp1238	AT		ca	c a	T a	K V	C A	AT:522	522	Ta	322	AT:8	136
1207	Yuwaalaraay	yuwa1242	AT		ga	g a	g a	K V	K A	AT:1	1	ga	323	AT:5	135
1208	Adnyamathanha	adny1235	BACK		ititi	i t i t i	i t i t i	V T V T V	I T I T I	BACK:549	549	ititi	324	BACK:53	181
1210	Alyawarr	alya1239	BACK		aʈep	a ʈ e p	a t e p	V T V P	A T E P	BACK:571	571	atep	325	BACK:16	161
1211	Alyawarr	alya1239	BACK		ahencahenc	a h e n c a h e n c	a h e n T a h e n T	V H V N K V H V N K	A H E N C A H E N C	BACK:571	571	ahenTahenT	326	BACK:15	175
1212	Arabana	arab1267	BACK		kuku	k u k u	k u k u	K V K V	K Y K Y	BACK:541	541	kuku	327	BACK:11	157
1216	Yugambeh-Bandjalang	band1339	BACK		mubaɹ_j	m u b a ɹ j	m u b a r y	M V P V R J	M Y P A R J	BACK:582	582	mubary	328	BACK:58	174
1217	Yugambeh-Bandjalang	band1339	BACK		muli_g	m u l i g	m u l i g	M V R V K	M Y L I K	BACK:582	582	mulig	329	BACK:14	160
1218	Yugambeh-Bandjalang	band1339	BACK		w	w	w	W	W	BACK:582	582	w	330	BACK:52	179
1219	Yugambeh-Bandjalang	band1339	BACK		mulih_c	m u l i h c	m u l i h T	M V R V H K	M Y L I H C	BACK:582	582	mulihT	331	BACK:57	160
1220	Yugambeh-Bandjalang	band1339	BACK		giɹaɹ_we	g i ɹ a ɹ w e	g i r a r w e	K V R V R W V	K I R A R W E	BACK:582	582	girarwe	332	BACK:51	180
1229	Dhangu	dhan1270	BACK		buɳɖalŋu	b u ɳ ɖ a l ŋ u	b u n d a l N u	P V N T V R N V	P Y N T A L N Y	BACK:535	535	bundalNu	333	BACK:50	154
1231	Sydney	sydn1236	BACK		boːʔjoː	b oː ʔ j oː	b o 7 y o	P V H J V	P U H J U	BACK:564	564	bo7yo	334	BACK:13	167
1236	Dhuwal	dhuw1249	BACK		muta	m u t a	m u t a	M V T V	M Y T A	BACK:532	532	muta	335	BACK:3	148
1238	Dieri	dier1241	BACK		kuldu	k u l d u	k u l d u	K V R T V	K Y L T Y	BACK:606	606	kuldu	336	BACK:2	153
1239	Dyaabugay	dyaa1242	BACK		mudu	m u d u	m u d u	M V T V	M Y T Y	BACK:537	537	mudu	337	BACK:1	148
1240	Djambarrpuyngu	djam1256	BACK		muta	m u t a	m u t a	M V T V	M Y T A	BACK:532	532	muta	338	BACK:3	148
1242	Djinang	djin1253	BACK		bur_guŋi	b u r g u ŋ i	b u r g u N i	P V R K V N V	P Y R K Y N I	BACK:536	536	burguNi	339	BACK:49	183
1247	Gamilaraay	gami1243	BACK		bawa	b a w a	b a w a	P V W V	P A W A	BACK:565	565	bawa	340	BACK:10	150
1253	Kumbainggar	kumb1268	BACK		jiːba	j iː b a	y i b a	J V P V	J I P A	BACK:581	581	yiba	341	BACK:47	187
1257	Gupapuyngu	gupa1247	BACK		muta	m u t a	m u t a	M V T V	M Y T A	BACK:532	532	muta	342	BACK:3	148
1258	Gurindji	guri1247	BACK		paɳtawuru	p a ɳ t a w u r u	p a n t a w u r u	P V N T V W V R V	P A N T A W Y R Y	BACK:540	540	pantawuru	343	BACK:9	155
1262	Guyani	guya1249	BACK		miliɹi	m i l i ɹ i	m i l i r i	M V R V R V	M I L I R I	BACK:551	551	miliri	344	BACK:46	156
1263	Sydney	sydn1236	BACK		gɔɹubul	g ɔ ɹ u b u l	g o r u b u l	K V R V P V R	K U R Y P Y L	BACK:1	1	gorubul	345	BACK:56	178
1264	Jaru	jaru1254	BACK		naɹa	n a ɹ a	n a r a	N V R V	N A R A	BACK:554	554	nara	346	BACK:45	184
1266	Djiwarli	djiw1241	BACK		cimbi	c i m b i	T i m b i	K V M P V	C I M P I	BACK:577	577	Timbi	347	BACK:55	149
1269	Gamilaraay	gami1243	BACK		bo	b o	b o	P V	P U	BACK:564	564	bo	348	BACK:48	176
1270	Karadjeri	kara1476	BACK		baɭaɹ	b a ɭ a ɹ	b a L a r	P V R V R	P A L A R	BACK:546	546	baLar	349	BACK:43	150
1274	Kartujarra	kart1247	BACK		murpu	m u r p u	m u r p u	M V R P V	M Y R P Y	BACK:560	560	murpu	350	BACK:1	151
1280	Kukatja	kuka1246	BACK		galga	g a l g a	g a l g a	K V R K V	K A L K A	BACK:528	528	galga	351	BACK:41	186
1281	Kuku-Yalanji	kuku1273	BACK		muku	m u k u	m u k u	M V K V	M Y K Y	BACK:538	538	muku	352	BACK:40	148
1287	Gurdjar	gurd1238	BACK		poːeɖ	p oː e ɖ	p o e d	P V V T	P U E T	BACK:597	597	poed	353	BACK:39	159
1288	Gurdjar	gurd1238	BACK		moːkimer	m oː k i m e r	m o k i m e r	M V K V M V R	M U K I M E R	BACK:597	597	mokimer	354	BACK:38	177
1289	Kuuku-Ya'u	kuuk1238	BACK		muci	m u c i	m u T i	M V K V	M Y C I	BACK:553	553	muTi	355	BACK:20	148
1291	Kala Lagaw Ya	kala1377	BACK		kala	k a l a	k a l a	K V R V	K A L A	BACK:534	534	kala	356	BACK:37	150
1297	Martu Wangka	mart1256	BACK		caɳa	c a ɳ a	T a n a	K V N V	C A N A	BACK:530	530	Tana	357	BACK:6	152
1314	Muruwari	muru1266	BACK		biɭa	b i ɭ a	b i L a	P V R V	P I L A	BACK:567	567	biLa	358	BACK:35	150
1317	Ngaanyatjarra	ngaa1240	BACK		wiʈapi	w i ʈ a p i	w i t a p i	W V T V P V	W I T A P I	BACK:529	529	witapi	359	BACK:12	164
1320	Lower Riverland	lowe1402	BACK		kampko	k a m p k o	k a m p k o	K V M P K V	K A M P K U	BACK:603	603	kampko	360	BACK:18	188
1321	Ngamini	ngam1284	BACK		kuldɹu	k u l d ɹ u	k u l d r u	K V R T R V	K Y L T R Y	BACK:567	567	kuldru	361	BACK:2	153
1325	Ngarluma	ngar1287	BACK		muru	m u r u	m u r u	M V R V	M Y R Y	BACK:576	576	muru	362	BACK:1	151
1326	Narrinyeri	narr1259	BACK		toli	t o l i	t o l i	T V R V	T U L I	BACK:558	558	toli	363	BACK:34	149
1332	Northern Coastal Nyangumarta	nort2754	BACK		piɳtiɭ	p i ɳ t i ɭ	p i n t i L	P V N T V R	P I N T I L	BACK:566	566	pintiL	364	BACK:8	154
1333	Nyamal	nyam1271	BACK		muru	m u r u	m u r u	M V R V	M Y R Y	BACK:576	576	muru	365	BACK:1	151
1335	Nyunga	nyun1247	BACK		gambu	g a m b u	g a m b u	K V M P V	K A M P Y	BACK:603	603	gambu	366	BACK:33	166
1336	Paakantyi	darl1243	BACK		ɖaɳa	ɖ a ɳ a	d a n a	T V N V	T A N A	BACK:530	530	dana	367	BACK:17	152
1341	Bayungu	bayu1240	BACK		miga	m i g a	m i g a	M V K V	M I K A	BACK:570	570	miga	368	BACK:7	148
1343	Pitjantjatjara	pitj1243	BACK		tcana	t c a n a	t T a n a	T K V N V	T C A N A	BACK:530	530	tTana	369	BACK:6	152
1344	Pitta Pitta	pitt1247	BACK		kuku	k u k u	k u k u	K V K V	K Y K Y	BACK:541	541	kuku	370	BACK:11	157
1345	Ritarungo	rita1239	BACK		diltci	d i l t c i	d i l t T i	T V R T K V	T I L T C I	BACK:532	532	diltTi	371	BACK:5	158
1346	Dhalandji	dhal1245	BACK		miga	m i g a	m i g a	M V K V	M I K A	BACK:570	570	miga	372	BACK:7	148
